rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,RankY1,RankY2,RankY3,RankY4,RankY5,result_milano-sanremo,result_cyclassics-hamburg,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_gp-quebec,result_gp-montreal,result_ronde-van-vlaanderen,result_paris-roubaix,result_e3-harelbeke,result_gent-wevelgem,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne
alejandro-valverde,2014,17,77,0.1228070175438596,0.3333333333333333,0.3801169590643274,0.4970760233918128,0.1051980198019802,0.2648514851485148,0.3576732673267326,0.4900990099009901,0.3529411764705882,0.6470588235294118,0.7058823529411765,0.7058823529411765,0.0909090909090909,0.2987012987012987,0.3766233766233766,0.5454545454545454,2,1,2500.0,2959.0,1.999999999999976,2525.6666666666665,34,18,19.4707778735357,0.1627906976744186,0.4651162790697674,0.5348837209302325,0.6046511627906976,0.0897959183673469,0.24081632653061222,0.3183673469387755,0.4775510204081633,171,808,43,245,1.0,421.0870852131816,0.1890911913920187,0.2128284961816293,0.244756479509228,0.2792413066668778,0.0235814722169992,0.059687043156473,0.0541279226942167,0.058321814964340704,0.17647058823529413,-0.010101010101010012,0.21241830065359474,0.24183006535947715,0.24183006535947715,0.027128427128427095,0.03275613275613272,0.056060606060606005,1,4,6,1,2,13,3,2,2,3,61,1,4,1,2,2,12,19,42,62,31,4,48,3,46,40,38,4,5,32,23,86,63
alejandro-valverde,2015,15,91,0.1344086021505376,0.34946236559139787,0.4086021505376344,0.521505376344086,0.100111234705228,0.2558398220244716,0.3459399332591769,0.4838709677419355,0.2666666666666666,0.5333333333333333,0.7333333333333333,0.8,0.0549450549450549,0.1758241758241758,0.2417582417582417,0.4285714285714285,1,1,2959.0,3022.0,1.3333333333332846,2826.9999999999995,35,19,19.4707778735357,0.2244897959183673,0.5306122448979592,0.6530612244897959,0.7346938775510204,0.0691056910569105,0.2154471544715447,0.2926829268292683,0.4756097560975609,186,899,49,246,0.5773502691896257,284.9368351056072,0.1511882111019714,0.1176688432990098,0.1106642301348855,0.0543388488649059,0.0186898445517941,0.0699097169478761,0.0712700457070412,0.0602638606667559,0.10392156862745086,-0.004578754578754498,0.060784313725490216,0.10196078431372535,0.04705882352941171,-0.0018315018315018042,-0.013736263736263713,-0.016483516483516533,4,6,1,2,22,20,50,1,4,3,61,1,2,3,5,1,3,6,25,30,33,3,3,7,46,28,21,2,5,11,9,54,63
alejandro-valverde,2016,15,95,0.1293532338308457,0.3432835820895522,0.41293532338308453,0.5323383084577115,0.0975855130784708,0.2505030181086519,0.3360160965794768,0.47887323943661975,0.0666666666666666,0.2666666666666666,0.4666666666666667,0.6666666666666666,0.0736842105263157,0.2,0.2421052631578947,0.431578947368421,1,4,3022.0,2173.0,1.999999999999976,2717.9999999999995,36,20,19.4707778735357,0.2340425531914893,0.4893617021276595,0.6382978723404256,0.723404255319149,0.0722433460076045,0.2205323193916349,0.2813688212927757,0.4638783269961977,201,994,47,263,1.732050807568877,473.0338254290067,0.1468538877055368,0.195253165247131,0.1466792487001179,0.0685246662592479,0.0179873304435931,0.0650963441964586,0.0777644390412,0.0666312739648822,-0.14313725490196072,-0.008612440191387509,-0.1901960784313725,-0.11960784313725492,-0.019607843137254888,-0.0493506493506493,-0.06725905673274091,-0.05693779904306208,6,1,2,22,12,15,13,16,6,10,61,1,6,3,5,1,8,3,18,30,33,6,3,12,37,18,18,4,5,11,34,19,63
alejandro-valverde,2017,9,38,0.1380952380952381,0.3523809523809524,0.419047619047619,0.5380952380952381,0.1046511627906976,0.2587209302325581,0.3430232558139535,0.48740310077519383,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.2894736842105263,0.47368421052631565,0.5263157894736842,0.7105263157894737,4,5,2173.0,1788.0,3.666666666666656,2327.6666666666665,37,21,19.4707778735357,0.20512820512820512,0.4358974358974359,0.5897435897435898,0.717948717948718,0.1026785714285714,0.23660714285714282,0.2901785714285714,0.4776785714285714,210,1032,39,224,2.516611478423584,631.3717869317043,0.1387777332977421,0.1607595141793385,0.1357800205912841,0.0769800358919501,0.1303328628614365,0.1654328251581051,0.1641892920048767,0.1619255167993838,0.03333333333333331,0.11726431463273558,0.011111111111111086,-0.0888888888888888,-0.06666666666666671,0.1489300173510699,0.1422787738577212,0.14097744360902253,1,2,22,12,10,6,2,1,4,5,45,1,18,2,2,1,13,17,29,26,4,46,59,7,68,82,16,1,1,70,9,94,84
aleksey-lutsenko,2014,9,72,0.0465116279069767,0.1162790697674418,0.1395348837209302,0.1627906976744186,0.0224719101123595,0.0936329588014981,0.1385767790262172,0.2172284644194756,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0277777777777777,0.0555555555555555,0.0972222222222222,0.1388888888888889,708,199,67.0,290.0,412.3333333333333,180.33333333333334,22,6,22.587833094227893,0.05714285714285709,0.1428571428571428,0.1714285714285714,0.1714285714285714,0.0256410256410256,0.1076923076923077,0.1641025641025641,0.2512820512820513,43,267,35,195,264.299703619458,111.54520757671902,0.0591865179503264,0.1863447017107301,0.2369614587193657,0.2369614587193657,0.022913564964337,0.135550637935358,0.18124806092016668,0.2631889159691016,0.010101010101009986,-0.008838383838383784,-0.1262626262626262,-0.1717171717171717,-0.1717171717171717,-0.101010101010101,-0.1332070707070707,-0.2032828282828282,186,91,87,75,22,82,68,106,53,61,14,80,102,90,79,26,43,49,78,42,44,116,59,100,83,69,85,69,25,37,64,56,49
aleksey-lutsenko,2015,15,61,0.0689655172413793,0.1206896551724138,0.1379310344827586,0.1551724137931034,0.0212765957446808,0.0820668693009118,0.121580547112462,0.2006079027355623,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.0161290322580645,0.032258064516129,0.0483870967741935,0.1290322580645161,199,186,290.0,324.00000000000006,364.33333333333337,226.99999999999991,23,6,22.587833094227893,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0157068062827225,0.031413612565445,0.0575916230366492,0.1099476439790576,58,329,39,191,297.6950341092933,139.6030085635693,0.0714344500814292,0.07143445008142918,0.0714344500814292,0.0714344500814292,0.0139489778122289,0.0278979556244578,0.0401763118769595,0.0472132404789109,0.06666666666666658,0.00806451612903219,0.06666666666666657,0.06666666666666665,0.06666666666666665,0.01612903225806449,0.015421618562535315,0.03820033955857381,91,87,75,22,64,57,115,97,44,54,28,81,50,61,72,42,18,22,36,69,34,93,90,41,9,64,64,50,64,16,55,25,38
aleksey-lutsenko,2016,13,82,0.0704225352112676,0.1126760563380281,0.1267605633802817,0.1408450704225352,0.024330900243309,0.0851581508515815,0.1240875912408759,0.2043795620437956,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0769230769230769,0.0365853658536585,0.0975609756097561,0.1341463414634146,0.21951219512195116,185,91,324.0,548.0,158.66666666666669,387.3333333333332,23,8,22.587833094227893,0.10810810810810809,0.1081081081081081,0.10810810810810809,0.1081081081081081,0.0277777777777777,0.0648148148148148,0.0972222222222222,0.1666666666666666,71,411,37,216,58.96043871388114,140.17607974734253,0.028415857868471,0.028415857868471,0.028415857868471,0.028415857868471,0.0102609978727839,0.0330950615650435,0.0430172603128251,0.049638509393876,-0.017094017094016985,0.004403794037940307,-0.017094017094017026,-0.017094017094016978,-0.017094017094016978,0.02100271002710018,0.018462059620596178,0.04031165311653108,87,75,22,64,42,32,63,45,63,17,34,148,55,39,30,53,100,13,82,103,48,62,83,115,73,71,85,30,46,65,75,54,41
aleksey-lutsenko,2017,10,92,0.0617283950617283,0.1111111111111111,0.12345679012345669,0.1481481481481481,0.029821073558648097,0.0834990059642147,0.1153081510934393,0.18886679920477129,0.0,0.1,0.1,0.2,0.0543478260869565,0.0760869565217391,0.0760869565217391,0.1195652173913043,91,87,548.0,581.0,121.33333333333333,484.3333333333332,25,9,22.587833094227893,0.0789473684210526,0.1052631578947368,0.1052631578947368,0.131578947368421,0.0381355932203389,0.0720338983050847,0.0889830508474576,0.1567796610169491,81,503,38,235,56.038677119765524,139.82965827510748,0.0669291348733398,0.0283601026034821,0.0283601026034821,0.0616096454391114,0.0191252136347504,0.0332830674355948,0.043766087441276996,0.0551749372851419,-0.06666666666666658,0.019109396914446013,-0.0166666666666666,-0.016666666666666607,0.033333333333333326,0.021914446002805007,0.013849929873772683,-0.004733520336605785,75,22,64,42,92,24,51,98,48,17,51,164,62,66,25,77,45,47,82,51,48,71,84,75,40,48,85,50,101,40,48,54,22
alessandro-ballan,2007,20,78,0.0459770114942528,0.1149425287356321,0.1724137931034483,0.24137931034482762,0.0161943319838056,0.06072874493927119,0.1255060728744939,0.2105263157894736,0.1,0.1,0.15,0.3,0.0256410256410256,0.0384615384615384,0.1025641025641025,0.141025641025641,15,22,1229.0,1082.0,50.666666666666686,907.6666666666669,28,6,20.221606648199444,0.05,0.1,0.1666666666666666,0.2666666666666666,0.0192307692307692,0.048076923076923,0.110576923076923,0.1875,86,247,60,208,55.82412859448264,435.5069842532188,0.05,0.0499999999999999,0.1258305739211791,0.1527525231651946,0.0186848897339497,0.0193545076095145,0.02191803368644,0.0984570389650255,0.05000000000000002,-0.005361305361305291,0.025000000000000012,0.04999999999999993,0.09999999999999987,-0.01713286713286712,0.00582750582750579,0.015967365967365886,9,77,124,119,50,55,1,33,48,16,29,49,51,4,63,10,10,1,61,10,24,88,48,30,38,13,111,154,28,15,29,74,5
alessandro-ballan,2008,19,81,0.0471698113207547,0.1320754716981132,0.19811320754716977,0.2735849056603773,0.0152439024390243,0.0548780487804878,0.10975609756097558,0.1890243902439024,0.0526315789473684,0.2105263157894736,0.3157894736842105,0.4210526315789473,0.0123456790123456,0.037037037037037,0.0617283950617283,0.12345679012345669,22,10,1082.0,1358.0,15.66666666666671,1222.9999999999998,28,8,20.221606648199444,0.0677966101694915,0.1525423728813559,0.2542372881355932,0.3728813559322034,0.0128205128205128,0.0384615384615384,0.0982905982905982,0.1837606837606837,106,328,59,234,6.027713773341707,138.09779143780685,0.028138622688325298,0.0553466370327977,0.0915017823721774,0.06467476698655,0.0128234435584229,0.0014818466932413003,0.0359202072985619,0.0934204988132109,0.0013157894736842007,0.006172839506172799,0.030263157894736797,0.007894736842105177,0.010526315789473606,-0.0014814814814813997,-0.035802469135802394,-0.08493827160493819,77,124,119,50,998,16,75,18,14,2,13,55,53,27,2,17,11,4,3,38,52,91,38,49,64,40,13,91,27,29,59,94,23
alessandro-petacchi,2007,13,86,0.0989010989010989,0.16483516483516478,0.19780219780219777,0.2747252747252747,0.1695364238410596,0.2609271523178808,0.309933774834437,0.3801324503311258,0.1538461538461538,0.2307692307692307,0.2307692307692307,0.3846153846153846,0.2093023255813953,0.3837209302325581,0.43023255813953476,0.4651162790697674,23,17,983.0,1248.0,14.00000000000003,1504.3333333333333,33,12,20.45288531775018,0.2333333333333333,0.36666666666666664,0.4,0.46666666666666673,0.2389380530973451,0.3716814159292035,0.4203539823008849,0.4469026548672566,91,755,30,226,11.789826122551595,686.3893452941511,0.1471105321670603,0.1703308519396566,0.2453578180571745,0.1860531836418277,0.0398605294622287,0.0484752702897975,0.029521875877637903,0.0359164217561801,-0.1373626373626373,-0.0365253077975376,-0.1703296703296703,-0.24175824175824168,-0.1648351648351648,-0.008139534883720892,-0.0025307797537618914,0.003146374829001306,209,29,17,41,294,8,2,30,46,33,45,19,24,7,2,13,15,27,35,24,78,135,104,127,40,85,41,56,23,107,66,106,72
alessandro-petacchi,2008,7,38,0.11224489795918362,0.173469387755102,0.2040816326530612,0.2755102040816326,0.1740226986128625,0.2635561160151324,0.3102143757881462,0.3795712484237074,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2631578947368421,0.3157894736842105,0.3157894736842105,0.3684210526315789,17,209,1248.0,289.0,83.33333333333329,839.9999999999998,34,13,20.45288531775018,0.2,0.3,0.3,0.3666666666666666,0.2234636871508379,0.3463687150837989,0.3910614525139664,0.42458100558659223,98,793,30,179,108.88679136301765,495.2342879890285,0.0669157685610475,0.0863319531490213,0.0863319531490213,0.062020612493177606,0.028873618813089096,0.0412900181884065,0.0574470215533048,0.04930741413608081,0.04285714285714279,0.022488038277511897,-0.057142857142857106,-0.057142857142857106,-0.057142857142857106,0.003349282296650713,-0.03301435406698561,-0.015789473684210478,29,17,41,294,998,18,2,32,3,14,63,45,27,19,10,56,29,23,19,25,52,117,100,118,81,57,74,46,21,66,89,111,112
alexander-kristoff,2010,19,56,0.0317460317460317,0.1269841269841269,0.238095238095238,0.4444444444444445,0.0124481327800829,0.0954356846473029,0.1203319502074688,0.23236514522821566,0.0,0.0526315789473684,0.1578947368421052,0.4210526315789473,0.0,0.0178571428571428,0.0357142857142857,0.2142857142857142,522,131,99.0,385.0,476.66666666666663,181.33333333333343,23,6,23.29122995610498,0.0232558139534883,0.1395348837209302,0.2558139534883721,0.5116279069767442,0.0124223602484472,0.1366459627329192,0.1677018633540372,0.3043478260869565,62,241,43,161,325.3772169856601,177.45515865517498,0.044411559168432695,0.0920311600775486,0.1063787781342696,0.2194810034348549,0.0110595682369058,0.1051602276023961,0.1169088235319348,0.0802594600647962,0.0,-0.009999999999999986,-0.06459330143540669,-0.10287081339712922,0.028708133971291794,-0.09107142857142851,-0.10214285714285712,-0.07285714285714279,123,27,19,3,2,69,4,65,54,45,14,45,52,22,15,52,42,58,70,44,11,125,135,66,41,48,105,41,48,92,73,91,133
alexander-kristoff,2011,11,77,0.0405405405405405,0.1351351351351351,0.24324324324324317,0.47297297297297286,0.0094339622641509,0.0849056603773584,0.1132075471698113,0.210691823899371,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.6363636363636364,0.0,0.0519480519480519,0.0909090909090909,0.1428571428571428,131,123,385.0,423.0,258.6666666666667,302.3333333333332,23,8,23.29122995610498,0.0465116279069767,0.1395348837209302,0.2325581395348837,0.5813953488372093,0.0053191489361702,0.0851063829787234,0.1170212765957446,0.22340425531914893,74,318,43,187,228.0884331423524,177.11389932281807,0.0489510489510489,0.0920311600775486,0.078367060682987,0.1757083375542245,0.0104972776216295,0.0968311157056317,0.1036529893682819,0.1027561925349983,0.006993006993006902,-0.009090909090908992,-0.024475524475524375,-0.0174825174825175,-0.0664335664335664,-0.07402597402597398,-0.0727272727272727,-0.1012987012987012,27,19,3,2,6,55,14,33,25,56,28,32,58,51,45,60,65,16,38,34,56,127,157,106,100,33,110,3,31,43,62,67,115
alexander-kristoff,2012,17,87,0.0329670329670329,0.1428571428571428,0.2307692307692307,0.4395604395604395,0.019753086419753,0.0987654320987654,0.1407407407407407,0.2469135802469135,0.0,0.1764705882352941,0.1764705882352941,0.2941176470588235,0.057471264367816,0.1494252873563218,0.2413793103448276,0.3793103448275862,123,27,423.00000000000006,998.0,93.66666666666667,601.9999999999999,25,9,23.29122995610498,0.0212765957446808,0.1276595744680851,0.1914893617021276,0.425531914893617,0.0227272727272727,0.0818181818181818,0.1363636363636363,0.2545454545454545,91,405,47,219,57.87342510456188,343.4719784785944,0.0524863881081478,0.0730911250196674,0.0616399800754191,0.1730142750718113,0.0331810499534267,0.0682814984121378,0.10644705711746459,0.1212746787420215,0.0,0.02873563218390801,0.06191950464396281,0.009287925696594423,-0.06346749226006188,0.06578407224958951,0.10283251231527088,0.08251231527093593,19,3,2,6,4,131,11,45,15,22,55,34,46,10,54,35,38,15,57,94,24,118,149,71,36,84,52,40,22,4,75,77,109
alexander-kristoff,2013,14,79,0.028571428571428498,0.1428571428571428,0.24761904761904757,0.4476190476190475,0.0330578512396694,0.1136363636363636,0.1673553719008264,0.2727272727272727,0.0,0.1428571428571428,0.3571428571428571,0.5,0.1012658227848101,0.189873417721519,0.3037974683544304,0.4050632911392405,27,19,997.9999999999999,1180.0,56.33333333333332,866.9999999999998,26,10,23.29122995610498,0.0238095238095238,0.1666666666666666,0.2619047619047619,0.4523809523809524,0.0534979423868312,0.1316872427983539,0.2139917695473251,0.3127572016460905,105,484,42,243,57.87342510456188,395.136685211586,0.0524863881081478,0.021120381247511,0.0904007825867856,0.1722957253146167,0.0507866065665274,0.0709004809534979,0.1094370249943316,0.1445253121790664,-0.04545454545454542,0.050632911392405014,-0.0194805194805194,0.04220779220779225,-0.06818181818181812,0.06896268288673349,0.10644418872266971,0.13110307414104883,3,2,6,4,17,8,3,42,14,5,53,14,11,36,63,6,14,4,9,68,14,147,57,53,31,128,42,14,18,63,65,111,68
alexander-kristoff,2014,16,87,0.0495867768595041,0.1487603305785124,0.24793388429752058,0.4380165289256199,0.052539404553415,0.1366024518388791,0.1961471103327495,0.3012259194395796,0.1875,0.1875,0.25,0.375,0.16091954022988497,0.264367816091954,0.3563218390804598,0.4597701149425286,19,3,1180.0,2031.0,16.333333333333304,1403.0,27,11,23.29122995610498,0.0638297872340425,0.1702127659574468,0.2553191489361702,0.3829787234042553,0.1067193675889328,0.2015810276679842,0.300395256916996,0.4150197628458498,121,571,47,253,12.220201853215574,551.4245188600158,0.1082531754730548,0.0232540187492504,0.0908557785571957,0.10372599985048442,0.0519263502966638,0.05830559085650171,0.0575421886989866,0.0410889795065221,0.09375000000000001,0.05172413793103441,0.005514705882352904,0.03676470588235292,0.0404411764705882,0.05747126436781597,0.057471264367816,0.040229885057471194,2,6,4,17,11,1,1,26,11,31,53,36,46,61,8,21,102,5,29,77,11,124,45,48,44,75,42,8,18,80,54,100,49
alexander-kristoff,2015,15,86,0.0735294117647058,0.1911764705882352,0.2941176470588235,0.48529411764705876,0.0776255707762557,0.1643835616438356,0.2237442922374429,0.3287671232876712,0.2666666666666666,0.5333333333333333,0.6666666666666666,0.8666666666666667,0.2441860465116279,0.3488372093023256,0.4069767441860465,0.5116279069767442,2,2,2031.0,2691.0,8.000000000000004,1967.3333333333328,28,12,23.29122995610498,0.1555555555555555,0.2888888888888888,0.4222222222222222,0.5777777777777777,0.1706349206349206,0.2698412698412698,0.3571428571428571,0.4603174603174603,136,657,45,251,9.539392014169456,757.5092958725545,0.1369517690175524,0.213723081917981,0.21636993460659648,0.255540458491265,0.0717844776901757,0.0795340396849545,0.0515924605159805,0.0532886550057056,0.1333333333333333,0.07146011186340878,0.19523809523809516,0.15476190476190466,0.18333333333333335,0.07948189579040327,0.051589637915808,0.053282307918751805,6,4,17,11,58,2,2,30,29,10,63,8,33,3,1,3,28,1,10,4,9,130,133,118,44,84,98,4,4,106,118,101,96
alexander-kristoff,2016,13,95,0.0738255033557047,0.20134228187919462,0.3087248322147651,0.49664429530201337,0.0877659574468085,0.1848404255319149,0.25,0.3497340425531915,0.0769230769230769,0.3076923076923077,0.4615384615384615,0.6153846153846154,0.1578947368421052,0.3263157894736842,0.431578947368421,0.49473684210526303,2,5,2691.0,1946.0,3.666666666666656,2222.6666666666665,28,13,23.29122995610498,0.1818181818181818,0.3409090909090909,0.4545454545454545,0.6136363636363636,0.1865671641791045,0.3134328358208955,0.3992537313432835,0.4888059701492537,149,752,44,268,2.081665999466133,407.80918740672496,0.0953041157532511,0.1755756046670402,0.2083415514486925,0.245853460324518,0.0489704853770508,0.0437413689515425,0.038372777157226,0.0264487261055223,-0.05528846153846149,-0.0015124016938899071,0.0600961538461538,0.10576923076923073,0.12019230769230771,0.030973986690865006,0.03762855414398058,0.01748336358136722,4,17,11,58,72,6,5,30,12,27,61,8,24,4,3,8,45,4,48,52,38,149,123,129,59,76,70,29,17,73,118,105,84
alexander-kristoff,2017,15,84,0.0853658536585365,0.2134146341463414,0.3292682926829268,0.5060975609756098,0.0909090909090909,0.1937799043062201,0.2655502392344497,0.3636363636363636,0.2,0.3333333333333333,0.5333333333333333,0.6,0.119047619047619,0.2738095238095238,0.4047619047619047,0.488095238095238,5,4,1946.0,2132.0,3.999999999999952,2256.3333333333335,30,13,23.29122995610498,0.1860465116279069,0.39534883720930225,0.5581395348837209,0.6976744186046512,0.1735849056603773,0.3169811320754717,0.4150943396226415,0.4981132075471698,164,836,43,265,2.0,387.7503492368941,0.09625920154052021,0.12353901856516,0.1040911955394073,0.1497166583907521,0.0640506501574927,0.0384995148789784,0.0148847107757215,0.0121326383569634,-0.03333333333333331,-0.06256921373200441,-0.09999999999999999,-0.0666666666666666,-0.1333333333333333,-0.03751384274640081,-0.0011074197120708063,-0.011766334440753017,17,11,58,72,9,4,4,30,4,12,61,4,24,4,2,8,13,5,64,27,73,130,123,96,59,76,70,5,34,73,83,94,84
alexandr-kolobnev,2007,12,76,0.0510204081632653,0.0918367346938775,0.1326530612244898,0.22448979591836726,0.0096774193548387,0.0419354838709677,0.0709677419354838,0.1580645161290322,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.25,0.0131578947368421,0.0526315789473684,0.0657894736842105,0.0657894736842105,138,50,366.0,696.0,117.66666666666667,466.99999999999994,26,9,21.13885585942661,0.030303030303030297,0.0606060606060606,0.060606060606060594,0.1515151515151515,0.0084388185654008,0.0421940928270042,0.0548523206751054,0.09704641350210971,98,310,33,237,60.13595707505897,198.77877150239163,0.0481125224324688,0.0962250448649376,0.0962250448649376,0.0917928424547683,0.0078162840800903,0.0095015679915924,0.0196625342320278,0.069201318111763,0.041666666666666616,0.006578947368421003,0.08333333333333327,0.08333333333333326,0.04166666666666663,0.00946185688941448,0.016040804257835585,0.004804849201655766,55,30,76,246,165,60,45,45,11,1,34,53,53,10,34,117,50,28,5,63,33,41,34,51,8,45,52,38,55,44,34,44,28
alexandr-kolobnev,2008,15,74,0.0442477876106194,0.1061946902654867,0.1592920353982301,0.23893805309734506,0.0078125,0.0364583333333333,0.0651041666666666,0.1458333333333333,0.0,0.2,0.3333333333333333,0.3333333333333333,0.0,0.0135135135135135,0.040540540540540494,0.09459459459459459,50,55,696.0,688.0,81.00000000000001,583.3333333333335,27,10,21.13885585942661,0.0238095238095238,0.119047619047619,0.1666666666666666,0.2142857142857142,0.009009009009009,0.036036036036036,0.0585585585585585,0.1126126126126126,113,383,42,222,49.42671342502958,188.25868727188484,0.0481125224324688,0.1071516751221439,0.1666666666666666,0.1364225461978741,0.0078162840800903,0.0201785875665094,0.0157390337327179,0.05970800525347491,0.0,-0.006944444444444411,0.09999999999999999,0.16666666666666663,0.1333333333333333,-0.014076576576576506,-0.014451951951951907,-0.04298048048048041,30,76,246,165,185,42,26,44,13,8,17,30,36,2,44,13,40,19,30,44,65,64,42,40,49,55,72,55,41,72,57,67,23
alexandr-kolobnev,2009,10,81,0.040650406504065,0.12195121951219509,0.1707317073170731,0.2764227642276423,0.0064516129032258,0.0344086021505376,0.0688172043010752,0.1462365591397849,0.0,0.3,0.3,0.7,0.0,0.0246913580246913,0.0864197530864197,0.1481481481481481,55,30,688.0,948.0,44.99999999999996,777.3333333333335,28,11,21.13885585942661,0.027027027027027,0.2162162162162162,0.2702702702702703,0.4054054054054054,0.0043290043290043,0.0303030303030303,0.0649350649350649,0.1038961038961039,123,465,37,231,13.228756555322954,147.8557855930343,0.0481125224324688,0.069388866648871,0.0881917103688196,0.2394051269601693,0.0075967140682845,0.020148710448444,0.0229783202059995,0.0417944760072668,-0.041666666666666616,-0.006578947368421003,0.06666666666666657,0.06666666666666665,0.22499999999999987,-0.013970110461338517,0.010315139701104594,0.04117933723196878,76,246,165,185,240,67,13,9,3,20,17,21,6,15,12,51,58,4,26,26,79,79,47,31,17,39,39,70,29,75,86,40,10
alexandr-kolobnev,2010,16,86,0.0431654676258992,0.1294964028776978,0.1798561151079136,0.2805755395683453,0.0054446460980036,0.030852994555353896,0.0635208711433756,0.132486388384755,0.0625,0.1875,0.25,0.3125,0.0,0.0116279069767441,0.0348837209302325,0.0581395348837209,30,76,948.0000000000001,550.0,53.66666666666665,728.6666666666667,28,12,21.13885585942661,0.024390243902439,0.2195121951219512,0.2926829268292683,0.4146341463414634,0.0,0.0165975103734439,0.0539419087136929,0.0995850622406639,139,551,41,241,23.028967265887832,202.0923881132917,0.0360843918243516,0.061661035778953,0.041943524640393,0.2179582231461732,0.0,0.007061084350269,0.0282632398542025,0.0452741739083882,0.031249999999999986,0.0,-0.006250000000000016,-0.04166666666666663,-0.010416666666666574,-0.0009428032683846166,-0.0028284098051538894,-0.01822752985543682,246,165,185,240,998,45,77,2,11,28,27,74,21,45,43,10,20,23,17,21,26,62,41,29,22,39,54,62,48,50,66,49,40
alexis-vuillermoz,2014,10,83,0.0,0.0,0.0526315789473684,0.052631578947368404,0.0112359550561797,0.0449438202247191,0.0898876404494382,0.1629213483146067,0.0,0.0,0.1,0.1,0.0240963855421686,0.0481927710843373,0.072289156626506,0.1686746987951807,681,155,72.0,346.0,781.0000000000001,144.00000000000009,26,5,20.04744562130375,0.0,0.0,0.0526315789473684,0.0526315789473684,0.0121951219512195,0.0426829268292682,0.0853658536585365,0.1585365853658536,19,178,19,164,681.5247611055669,177.32456118654295,0.0,0.0,0.05773502691896249,0.0577350269189625,0.013912054679268,0.0261446117290248,0.1515417985567878,0.178172963883241,0.0,0.01204819277108431,0.0,0.050000000000000044,0.050000000000000044,0.024096385542168586,-0.1305220883534136,-0.13788487282463177,60,122,58,146,272,61,102,89,46,29,45,74,87,39,53,37,36,54,70,88,53,73,11,63,31,28,53,17,67,37,31,24,27
alexis-vuillermoz,2015,11,84,0.0666666666666666,0.0666666666666666,0.1,0.1666666666666666,0.015267175572518998,0.0419847328244274,0.0763358778625954,0.1679389312977099,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.3636363636363636,0.0238095238095238,0.0357142857142857,0.0476190476190476,0.1785714285714285,155,60,346.0,665.0,298.6666666666667,361.00000000000017,27,6,20.04744562130375,0.0714285714285714,0.0714285714285714,0.1071428571428571,0.1785714285714285,0.0167364016736401,0.0418410041841004,0.0627615062761506,0.1548117154811715,30,262,28,239,334.5001245640027,296.78443355405284,0.1049727762162956,0.1049727762162956,0.0910604800079801,0.187854348361562,0.013829988611026701,0.0062414404721346005,0.0134972504139713,0.0364289406909132,0.0909090909090909,0.01190476190476189,0.09090909090909094,0.09090909090909094,0.18181818181818177,-0.002976190476190399,-0.010912698412698405,0.033730158730158694,122,58,146,272,998,41,50,50,15,28,30,6,53,17,37,53,15,65,61,51,16,25,43,36,64,42,29,22,14,16,29,20,17
