rider_name,year,Number_of_participated_one_day_races,Number_of_participated_multi_day_races,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,age,career year,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,in_top20_next_year
alessandro-petacchi,2014,6,77,0.116788321,0.167883212,0.211678832,0.262773723,0.118129614,0.196062346,0.239540607,0.293683347,0.166666667,0.166666667,0.333333333,0.333333333,0.012987013,0.051948052,0.051948052,0.090909091,353,212,156,274,40,17,0.083333333,0.006493506,0.083333333,0.166666667,0.166666667,0.025974026,0.019644912,0.039125432,0
alex-aranburu,2018,8,81,0.046511628,0.046511628,0.046511628,0.093023256,0,0.028436019,0.061611374,0.156398104,0.125,0.125,0.125,0.125,0,0.024691358,0.049382716,0.148148148,900,250,53,257,23,5,0.0625,0,0.0625,0.0625,0.020833333,0.002730294,-0.01377018,0.006766382,0
alex-aranburu,2019,11,82,0.037037037,0.055555556,0.055555556,0.092592593,0.010238908,0.044368601,0.081911263,0.163822526,0,0.090909091,0.090909091,0.090909091,0.036585366,0.085365854,0.134146341,0.182926829,250,183,257,354,24,6,0,0.018292683,0.045454545,0.045454545,0.012121212,0.02859842,0.038904157,0.013998626,0
alex-aranburu,2020,9,44,0.031746032,0.063492063,0.063492063,0.126984127,0.008902077,0.038575668,0.080118694,0.160237389,0,0.111111111,0.111111111,0.333333333,0,0,0.068181818,0.136363636,183,116,354,320,25,7,-0.0625,0,-0.006944444,-0.006944444,0.104166667,-0.012345679,0.009399551,-0.005892256,0
alexander-kristoff,2010,19,55,0.031746032,0.126984127,0.238095238,0.444444444,0.0125,0.095833333,0.120833333,0.233333333,0,0.052631579,0.157894737,0.421052632,0,0.018181818,0.036363636,0.218181818,524,131,99,385,23,6,0,-0.01,-0.064593301,-0.102870813,0.028708134,-0.090909091,-0.101818182,-0.070909091,0
alexander-kristoff,2011,11,76,0.040540541,0.135135135,0.243243243,0.472972973,0.009493671,0.085443038,0.113924051,0.212025316,0.090909091,0.181818182,0.272727273,0.636363636,0,0.052631579,0.092105263,0.144736842,131,124,385,423,24,7,0.006993007,-0.009090909,-0.024475524,-0.017482517,-0.066433566,-0.073684211,-0.072129187,-0.100358852,0
alexander-kristoff,2012,17,88,0.032967033,0.142857143,0.230769231,0.43956044,0.01980198,0.099009901,0.141089109,0.247524752,0,0.176470588,0.176470588,0.294117647,0.056818182,0.147727273,0.238636364,0.375,124,27,423,998,25,8,0,0.028409091,0.061919505,0.009287926,-0.063467492,0.064772727,0.101136364,0.078409091,1
alexander-kristoff,2013,14,79,0.028571429,0.142857143,0.247619048,0.447619048,0.033126294,0.113871636,0.167701863,0.273291925,0,0.142857143,0.357142857,0.5,0.101265823,0.189873418,0.303797468,0.405063291,27,19,998,1180,26,9,-0.045454545,0.050632911,-0.019480519,0.042207792,-0.068181818,0.068620919,0.105846103,0.130163225,1
alexander-kristoff,2014,16,87,0.049586777,0.148760331,0.247933884,0.438016529,0.052631579,0.136842105,0.196491228,0.301754386,0.1875,0.1875,0.25,0.375,0.16091954,0.264367816,0.356321839,0.459770115,19,3,1180,2031,27,10,0.09375,0.052050679,0.005514706,0.036764706,0.040441176,0.058320272,0.058842738,0.042385057,1
alexander-kristoff,2015,15,86,0.073529412,0.191176471,0.294117647,0.485294118,0.077743902,0.164634146,0.224085366,0.329268293,0.266666667,0.533333333,0.666666667,0.866666667,0.244186047,0.348837209,0.406976744,0.511627907,3,2,2031,2661,28,11,0.133333333,0.071460112,0.195238095,0.154761905,0.183333333,0.079481896,0.051589638,0.053282308,1
alexander-kristoff,2016,13,95,0.073825503,0.201342282,0.308724832,0.496644295,0.087882823,0.185086551,0.250332889,0.350199734,0.076923077,0.307692308,0.461538462,0.615384615,0.157894737,0.326315789,0.431578947,0.494736842,2,6,2661,1946,29,12,-0.055288462,-0.001512402,0.060096154,0.105769231,0.120192308,0.030973987,0.037628554,0.017483364,1
alexander-kristoff,2017,15,84,0.085365854,0.213414634,0.329268293,0.506097561,0.091017964,0.194011976,0.265868263,0.364071856,0.2,0.333333333,0.533333333,0.6,0.119047619,0.273809524,0.404761905,0.488095238,6,4,1946,2132,30,13,-0.033333333,-0.062569214,-0.1,-0.066666667,-0.133333333,-0.037513843,-0.00110742,-0.011766334,1
alexander-kristoff,2018,16,76,0.088888889,0.211111111,0.322222222,0.488888889,0.086717892,0.186608123,0.260153677,0.365532382,0.125,0.1875,0.25,0.3125,0.039473684,0.105263158,0.197368421,0.381578947,4,17,2132,1398,31,14,0.024038462,-0.059210526,-0.060096154,-0.105769231,-0.151442308,-0.110526316,-0.117105263,-0.056578947,1
alexander-kristoff,2019,18,84,0.090909091,0.212121212,0.323232323,0.494949495,0.085427136,0.188944724,0.260301508,0.365829146,0.111111111,0.222222222,0.333333333,0.555555556,0.071428571,0.214285714,0.261904762,0.369047619,17,11,1398,1622,32,15,-0.044444444,-0.023809524,-0.055555556,-0.1,-0.022222222,-0.029761905,-0.071428571,-0.05952381,0
alexander-kristoff,2020,12,42,0.085714286,0.214285714,0.319047619,0.485714286,0.082931533,0.184185149,0.257473481,0.359691418,0,0.25,0.25,0.333333333,0.023809524,0.071428571,0.19047619,0.214285714,11,58,1622,551,33,16,-0.0625,-0.00783208,0.03125,0,0.010416667,-0.016917293,-0.003446115,-0.083646617,0
alexander-serebryakov,2012,13,84,0.060606061,0.121212121,0.181818182,0.242424242,0.103174603,0.246031746,0.301587302,0.444444444,0.076923077,0.076923077,0.153846154,0.153846154,0,0,0,0,1285,95,22,529,25,5,-0.061538462,,-0.061538462,-0.123076923,-0.223076923,,,,0
alexandr-kolobnev,2007,12,74,0.051020408,0.091836735,0.132653061,0.224489796,0.009868421,0.039473684,0.069078947,0.157894737,0.083333333,0.166666667,0.166666667,0.25,0.013513514,0.054054054,0.067567568,0.067567568,137,50,366,696,26,8,0.041666667,0.006756757,0.083333333,0.083333333,0.041666667,0.015532774,0.022289531,0.010795278,0
alexandr-kolobnev,2008,15,73,0.044247788,0.10619469,0.159292035,0.238938053,0.00795756,0.034482759,0.063660477,0.145888594,0,0.2,0.333333333,0.333333333,0,0.01369863,0.04109589,0.095890411,50,66,696,638,27,9,0,-0.007042254,0.1,0.166666667,0.133333333,-0.014277445,-0.014663322,-0.04360409,0
alexandr-kolobnev,2009,10,79,0.040650407,0.12195122,0.170731707,0.276422764,0.006578947,0.032894737,0.067982456,0.146929825,0,0.3,0.3,0.7,0,0.025316456,0.088607595,0.151898734,66,30,638,948,28,10,-0.041666667,-0.006756757,0.066666667,0.066666667,0.225,-0.014368799,0.010520014,0.042165583,0
alexandr-kolobnev,2010,16,85,0.043165468,0.129496403,0.179856115,0.28057554,0.005545287,0.029574861,0.06284658,0.133086876,0.0625,0.1875,0.25,0.3125,0,0.011764706,0.035294118,0.058823529,30,76,948,553,29,11,0.03125,0,-0.00625,-0.041666667,-0.010416667,-0.000966962,-0.002900886,-0.018533441,0
alexandr-kolobnev,2011,11,33,0.04,0.126666667,0.186666667,0.28,0.005226481,0.027874564,0.059233449,0.12543554,0,0.090909091,0.272727273,0.272727273,0,0,0,0,76,248,553,240,30,12,0,0,-0.104545455,-0.013636364,-0.213636364,-0.012658228,-0.044303797,-0.075949367,0
alexandr-kolobnev,2012,10,35,0.0375,0.13125,0.19375,0.2875,0.004926108,0.026272578,0.0591133,0.124794745,0,0.2,0.3,0.4,0,0,0.057142857,0.114285714,248,166,240,363,31,13,-0.03125,0,0.00625,0.025,0.04375,-0.005882353,0.01092437,0.027731092,0
alexandr-kolobnev,2013,21,40,0.033149171,0.121546961,0.17679558,0.276243094,0.006163328,0.029275809,0.061633282,0.124807396,0,0.047619048,0.047619048,0.19047619,0.025,0.075,0.1,0.125,166,185,363,312,32,14,0,0.0125,-0.021645022,-0.112554113,-0.041125541,0.0375,0.05,0.0625,0
alexandr-kolobnev,2014,17,70,0.03030303,0.111111111,0.161616162,0.267676768,0.005563282,0.026425591,0.057023644,0.116828929,0,0,0,0.176470588,0,0,0.014285714,0.042857143,185,238,312,246,33,15,0,0,-0.1,-0.15,-0.111764706,0,-0.021428571,-0.035714286,0
alexandre-botcharov,2007,5,112,0,0.010204082,0.040816327,0.132653061,0.001242236,0.01863354,0.034782609,0.081987578,0,0,0.2,0.2,0,0.008928571,0.035714286,0.107142857,61,152,637,372,32,11,0,0,0,0.1,0.1,-0.005636724,0.007756133,0.038419913,0
alexandre-botcharov,2008,8,92,0,0.018867925,0.047169811,0.132075472,0.003344482,0.02006689,0.037904125,0.082497213,0,0.125,0.125,0.125,0.02173913,0.032608696,0.065217391,0.086956522,152,95,372,490,33,12,0,0.010869565,0.0625,0.020833333,-0.0625,0.003373313,0.015367316,-0.012556222,0
alexandre-botcharov,2009,19,74,0,0.024,0.048,0.128,0.003089598,0.01853759,0.036045314,0.080329557,0,0.052631579,0.052631579,0.105263158,0,0,0.013513514,0.054054054,95,145,490,364,34,13,0,0,0.026315789,-0.073684211,-0.047368421,-0.004464286,-0.011100386,-0.026544402,0
alexandre-botcharov,2010,14,40,0,0.021582734,0.043165468,0.129496403,0.004945598,0.019782394,0.037586548,0.080118694,0,0,0,0.142857143,0.05,0.05,0.075,0.075,145,361,364,160,35,14,0,0.014130435,-0.0625,-0.0625,0.008928571,0.008695652,0.004891304,-0.005978261,0
alexandre-usov,2007,17,96,0.025862069,0.112068966,0.155172414,0.284482759,0.02417962,0.074265976,0.131260794,0.259067358,0,0.058823529,0.058823529,0.235294118,0.010416667,0.03125,0.041666667,0.197916667,132,86,380,523,30,12,0,-0.01860119,-0.061497326,-0.061497326,-0.04144385,-0.039930556,-0.050595238,-0.051835317,0
alexandre-usov,2008,20,93,0.022058824,0.110294118,0.147058824,0.272058824,0.022321429,0.069940476,0.12202381,0.25,0,0.1,0.1,0.2,0.010752688,0.043010753,0.064516129,0.193548387,86,123,523,426,31,13,0,0.005376344,-0.0125,-0.04375,-0.025,0.016403336,0.00674786,0.025345622,0
alexandre-usov,2009,24,58,0.01875,0.1,0.1375,0.25,0.020547945,0.067123288,0.117808219,0.247945205,0,0.041666667,0.083333333,0.125,0,0.034482759,0.068965517,0.224137931,123,230,426,256,32,14,0,-0.005208333,-0.008578431,0.012254902,-0.055147059,0.001616379,0.013649425,0.013110632,0
alexandre-vinokourov,2007,2,53,0.03,0.14,0.18,0.24,0.068965517,0.16041979,0.215892054,0.322338831,0,0,0,0,0.056603774,0.150943396,0.20754717,0.264150943,16,95,1220,501,34,11,-0.111111111,0.006873315,-0.111111111,-0.166666667,-0.222222222,0.018328841,-0.010512129,-0.003638814,0
alexandre-vinokourov,2009,7,16,0.037383178,0.14953271,0.196261682,0.271028037,0.068814056,0.158125915,0.213762811,0.319180088,0,0,0,0,0,0,0,0,0,123,0,417,36,13,,,,,,,,,1
alexandre-vinokourov,2010,2,77,0.04587156,0.165137615,0.211009174,0.28440367,0.065789474,0.152631579,0.213157895,0.318421053,0,0,0,0,0,0,0,0,123,12,417,1372,37,14,,,,,,,,,0
alexandre-vinokourov,2011,4,53,0.044247788,0.159292035,0.212389381,0.283185841,0.06396064,0.153751538,0.215252153,0.318573186,0,0,0.25,0.25,0.037735849,0.169811321,0.245283019,0.320754717,12,39,1372,827,38,15,-0.071428571,-0.012382075,-0.142857143,-0.089285714,-0.232142857,0.05365566,0.060141509,0.066627358,0
alexandre-vinokourov,2012,3,60,0.051724138,0.163793103,0.215517241,0.284482759,0.059564719,0.143184422,0.201603666,0.298969072,0.333333333,0.333333333,0.333333333,0.333333333,0,0,0.016666667,0.033333333,39,105,827,496,39,16,-0.083333333,-0.019480519,-0.333333333,-0.333333333,-0.333333333,-0.051948052,-0.095562771,-0.139177489,0
alexis-vuillermoz,2014,10,84,0,0,0.052631579,0.052631579,0.011173184,0.05027933,0.094972067,0.167597765,0,0,0.1,0.1,0.023809524,0.05952381,0.083333333,0.178571429,681,154,72,346,26,2,0,0.011904762,0,0.05,0.05,0.029761905,-0.125,-0.132936508,0
alexis-vuillermoz,2015,11,84,0.066666667,0.066666667,0.1,0.166666667,0.015209125,0.045627376,0.079847909,0.171102662,0.181818182,0.181818182,0.181818182,0.363636364,0.023809524,0.035714286,0.047619048,0.178571429,154,60,346,665,27,3,0.090909091,0.011904762,0.090909091,0.090909091,0.181818182,-0.00297619,-0.010912698,0.033730159,0
alexis-vuillermoz,2016,12,66,0.047619048,0.095238095,0.119047619,0.166666667,0.012158055,0.042553191,0.079027356,0.167173252,0,0.166666667,0.166666667,0.166666667,0,0.03030303,0.075757576,0.151515152,60,122,665,423,28,4,0,-0.011904762,0.083333333,0.033333333,0.033333333,-0.01461039,-0.003787879,-0.013528139,0
alexis-vuillermoz,2017,12,62,0.055555556,0.092592593,0.148148148,0.203703704,0.015345269,0.040920716,0.071611253,0.153452685,0.083333333,0.083333333,0.25,0.333333333,0.032258065,0.032258065,0.032258065,0.080645161,122,57,423,788,29,5,-0.049242424,0.00422427,-0.049242424,0.034090909,-0.015151515,-0.001728111,-0.007680492,-0.048963134,0
alexis-vuillermoz,2018,13,60,0.044776119,0.074626866,0.164179104,0.208955224,0.013303769,0.044345898,0.073170732,0.152993348,0,0,0.230769231,0.230769231,0,0.066666667,0.083333333,0.15,57,146,788,409,30,6,0,0,-0.083333333,0.032051282,0.032051282,0.018181818,0.003787879,-0.000757576,0
alexis-vuillermoz,2019,5,66,0.055555556,0.083333333,0.166666667,0.222222222,0.011605416,0.03868472,0.073500967,0.147001934,0.2,0.2,0.2,0.4,0,0,0.075757576,0.106060606,146,272,409,235,31,7,0.058333333,-0.016129032,0.058333333,-0.025,0.033333333,-0.016129032,0.021749756,0.012707722,0
allan-davis,2007,6,74,0.063291139,0.17721519,0.253164557,0.379746835,0.051150895,0.15601023,0.242966752,0.358056266,0,0.166666667,0.333333333,0.333333333,0.081081081,0.189189189,0.27027027,0.391891892,178,38,298,786,27,10,0,0.000540541,0,0.083333333,0,-0.012072072,-0.004864865,-0.024054054,0
allan-davis,2008,18,60,0.051546392,0.154639175,0.226804124,0.329896907,0.050997783,0.164079823,0.257206208,0.372505543,0,0.055555556,0.111111111,0.111111111,0.05,0.216666667,0.35,0.466666667,38,38,786,856,28,11,0,-0.025,-0.022222222,-0.044444444,-0.094444444,-0.008333333,0.025,0.016666667,1
allan-davis,2009,11,72,0.046296296,0.157407407,0.240740741,0.333333333,0.051625239,0.162523901,0.250478011,0.363288719,0,0.181818182,0.363636364,0.363636364,0.055555556,0.152777778,0.208333333,0.305555556,38,17,856,1122,29,12,0,-0.012762763,0.007575758,0.015151515,0.015151515,-0.018205706,-0.030968468,-0.043168168,0
allan-davis,2010,9,83,0.051282051,0.162393162,0.247863248,0.333333333,0.044554455,0.153465347,0.231023102,0.339933993,0.111111111,0.222222222,0.333333333,0.333333333,0,0.096385542,0.108433735,0.192771084,17,70,1122,581,30,13,0.055555556,-0.025,0.083333333,0.111111111,0.111111111,-0.060140562,-0.120783133,-0.136947791,0
allan-davis,2011,9,49,0.047619048,0.150793651,0.23015873,0.30952381,0.041221374,0.141984733,0.218320611,0.33129771,0,0,0,0,0,0,0.06122449,0.224489796,70,446,581,127,31,14,0,-0.027777778,-0.090909091,-0.181818182,-0.181818182,-0.076388889,-0.073554422,-0.04053288,0
allan-davis,2012,6,91,0.045454545,0.143939394,0.21969697,0.303030303,0.036193029,0.136729223,0.210455764,0.327077748,0,0,0,0.166666667,0,0.098901099,0.153846154,0.296703297,446,110,127,478,32,15,-0.055555556,0,-0.111111111,-0.166666667,-0.083333333,0.001257778,0.022706209,0.051966106,0
alvaro-jose-hodeg,2018,9,80,0.045454545,0.136363636,0.181818182,0.227272727,0.071428571,0.173469388,0.255102041,0.295918367,0.111111111,0.222222222,0.333333333,0.333333333,0,0,0,0,1250,90,27,568,22,4,0.055555556,,0.111111111,0.166666667,0.166666667,,,,0
alvaro-jose-hodeg,2019,10,64,0.09375,0.1875,0.21875,0.25,0.086419753,0.172839506,0.234567901,0.308641975,0.2,0.3,0.3,0.3,0.109375,0.171875,0.203125,0.328125,90,130,568,484,23,5,0.1,0.026909722,0.1,0.1,0.1,0.002604167,-0.037326389,-0.030381944,0
alvaro-jose-hodeg,2020,4,59,0.083333333,0.166666667,0.194444444,0.222222222,0.063348416,0.176470588,0.235294118,0.307692308,0,0,0,0,0,0.186440678,0.237288136,0.305084746,130,189,484,176,24,6,-0.055555556,-0.0375,-0.111111111,-0.166666667,-0.166666667,0.005720339,-0.006355932,0.015042373,0
amund-grondahl-jansen,2017,27,57,0.012820513,0.038461538,0.115384615,0.179487179,0.034351145,0.049618321,0.083969466,0.129770992,0,0.037037037,0.111111111,0.185185185,0,0,0.035087719,0.070175439,527,204,112,292,23,5,0,0,0.018518519,0.055555556,0.061342593,-0.015151515,0.002392344,-0.040669856,0
amund-grondahl-jansen,2018,14,75,0.010869565,0.043478261,0.108695652,0.163043478,0.026706231,0.041543027,0.080118694,0.127596439,0,0.071428571,0.071428571,0.071428571,0,0.013333333,0.066666667,0.12,204,241,292,263,24,6,-0.041666667,-0.0546875,-0.005952381,-0.089285714,-0.130952381,-0.071458333,-0.083854167,-0.080625,0
amund-grondahl-jansen,2019,15,86,0.018691589,0.046728972,0.121495327,0.168224299,0.030732861,0.054373522,0.094562648,0.163120567,0.066666667,0.066666667,0.2,0.2,0.046511628,0.104651163,0.151162791,0.302325581,241,70,263,727,25,7,0.033333333,0.023255814,0.014814815,0.044444444,0.007407407,0.052325581,0.058037536,0.116075071,0
andre-greipel,2007,9,70,0.022222222,0.022222222,0.111111111,0.244444444,0.044534413,0.097165992,0.149797571,0.263157895,0,0,0.111111111,0.222222222,0.028571429,0.057142857,0.114285714,0.2,272,285,212,208,25,7,0,0.000772201,0,-0.021367521,0.034188034,-0.025482625,0.003088803,-0.008108108,1
andre-greipel,2008,15,82,0.066666667,0.083333333,0.15,0.25,0.066869301,0.118541033,0.17325228,0.276595745,0.2,0.266666667,0.266666667,0.266666667,0.134146341,0.182926829,0.243902439,0.317073171,285,13,208,1223,26,8,0.1,0.052988664,0.133333333,0.133333333,0.087878788,0.04216764,0.037444177,0.003607008,1
andre-greipel,2009,7,68,0.104477612,0.119402985,0.179104478,0.28358209,0.100755668,0.156171285,0.214105793,0.312342569,0.428571429,0.428571429,0.428571429,0.571428571,0.264705882,0.338235294,0.411764706,0.485294118,13,10,1223,1406,27,9,0.214285714,0.118067227,0.214285714,0.158730159,0.174603175,0.140546218,0.148739496,0.142647059,1
andre-greipel,2010,9,89,0.105263158,0.171052632,0.223684211,0.315789474,0.12345679,0.176954733,0.230452675,0.327160494,0.111111111,0.555555556,0.555555556,0.555555556,0.224719101,0.269662921,0.303370787,0.393258427,10,9,1406,1486,28,10,-0.044444444,0.04528638,0.144444444,0.144444444,0.144444444,0.043368046,0.029734174,0.038092628,1
andre-greipel,2011,19,76,0.084210526,0.178947368,0.242105263,0.315789474,0.120996441,0.179715302,0.227758007,0.325622776,0,0.210526316,0.315789474,0.315789474,0.105263158,0.197368421,0.210526316,0.315789474,9,16,1486,1255,29,11,-0.214285714,-0.079721362,-0.109022556,-0.056390977,-0.127819549,-0.070433437,-0.100619195,-0.084752322,1
andre-greipel,2012,14,100,0.091743119,0.183486239,0.256880734,0.348623853,0.13141994,0.200906344,0.244712991,0.341389728,0.142857143,0.214285714,0.357142857,0.571428571,0.19,0.32,0.34,0.43,16,8,1255,1690,30,12,0.015873016,-0.017359551,-0.170634921,-0.099206349,0.007936508,0.025168539,0.018314607,0.018370787,1
andre-greipel,2013,13,87,0.106557377,0.221311475,0.286885246,0.37704918,0.133511348,0.213618158,0.257676903,0.351134846,0.230769231,0.538461538,0.538461538,0.615384615,0.149425287,0.310344828,0.356321839,0.425287356,8,9,1690,1516,31,13,0.115384615,0.022081065,0.163967611,0.111336032,0.149797571,0.056488203,0.072897762,0.054748941,0
andre-greipel,2014,12,93,0.126865672,0.231343284,0.291044776,0.373134328,0.134204276,0.213776722,0.26128266,0.351543943,0.333333333,0.333333333,0.333333333,0.333333333,0.139784946,0.215053763,0.290322581,0.35483871,9,31,1516,1054,32,14,0.095238095,-0.025107527,0.05952381,-0.011904762,-0.119047619,-0.052473118,-0.02483871,-0.037580645,1
andre-greipel,2015,10,95,0.125,0.229166667,0.284722222,0.368055556,0.139807898,0.218783351,0.263607257,0.352187834,0.1,0.2,0.2,0.3,0.189473684,0.263157895,0.284210526,0.357894737,31,12,1054,1523,33,15,-0.065384615,0.020024198,-0.169230769,-0.169230769,-0.157692308,-0.023593466,-0.036055656,-0.03369631,0
andre-greipel,2016,13,97,0.133757962,0.242038217,0.292993631,0.375796178,0.133462282,0.209864603,0.254352031,0.342359768,0.230769231,0.384615385,0.384615385,0.461538462,0.072164948,0.12371134,0.164948454,0.24742268,12,25,1523,1115,34,16,-0.051282051,-0.033809999,0.025641026,0.025641026,0.064102564,-0.045671212,-0.062687064,-0.053708015,1
andre-greipel,2017,19,82,0.130681818,0.244318182,0.3125,0.392045455,0.127240143,0.208781362,0.254480287,0.346774194,0.105263158,0.263157895,0.473684211,0.526315789,0.048780488,0.195121951,0.256097561,0.402439024,25,18,1115,1334,35,17,0.002631579,-0.070346598,0.031578947,0.136842105,0.113157895,-0.034017972,-0.014056483,0.022272144,0
andre-greipel,2018,9,82,0.124324324,0.232432432,0.308108108,0.389189189,0.126043406,0.207846411,0.252086811,0.34557596,0,0,0.222222222,0.333333333,0.109756098,0.195121951,0.219512195,0.329268293,18,68,1334,754,36,18,-0.115384615,0.018795575,-0.192307692,-0.081196581,-0.064102564,0.035705306,0.027281871,0.040922806,0
andre-greipel,2019,14,76,0.115577889,0.221105528,0.296482412,0.376884422,0.119309262,0.200156986,0.2433281,0.334379906,0,0.071428571,0.142857143,0.214285714,0.013157895,0.078947368,0.105263158,0.157894737,68,181,754,358,37,19,-0.052631579,-0.017811297,-0.095864662,-0.165413534,-0.156015038,-0.058087291,-0.075417202,-0.122272144,0
andre-greipel,2020,4,34,0.113300493,0.216748768,0.290640394,0.369458128,0.116207951,0.194954128,0.239296636,0.329510703,0,0,0,0,0,0,0.088235294,0.147058824,181,442,358,66,38,20,0,-0.054878049,0,-0.111111111,-0.166666667,-0.097560976,-0.065638451,-0.091104735,0
andrea-pasqualon,2014,16,26,0.039473684,0.092105263,0.131578947,0.25,0.012121212,0.024242424,0.048484848,0.109090909,0.0625,0.1875,0.3125,0.375,0.038461538,0.076923077,0.076923077,0.192307692,548,294,96,204,26,6,0.03125,0.019230769,0.09375,0.114583333,0.145833333,0.038461538,0.038461538,0.073426573,0
andrea-pasqualon,2015,19,56,0.031578947,0.105263158,0.136842105,0.284210526,0.022624434,0.054298643,0.095022624,0.194570136,0,0.157894737,0.157894737,0.421052632,0.053571429,0.142857143,0.232142857,0.446428571,294,196,204,311,27,7,0,0.01362782,0.04048583,0.04048583,0.172064777,0.058270677,0.089755639,0.170582707,0
andrea-pasqualon,2016,19,86,0.026315789,0.114035088,0.140350877,0.271929825,0.016286645,0.052117264,0.104234528,0.221498371,0,0.157894737,0.157894737,0.210526316,0,0.046511628,0.127906977,0.290697674,196,200,311,298,28,8,-0.03125,-0.019230769,-0.014802632,-0.077302632,-0.082236842,-0.015205725,0.02549195,0.049194991,0
andrea-pasqualon,2017,25,84,0.028776978,0.100719424,0.129496403,0.26618705,0.012787724,0.051150895,0.10230179,0.222506394,0.04,0.04,0.08,0.24,0,0.047619048,0.095238095,0.226190476,200,151,298,368,29,9,0.02,-0.026785714,-0.058947368,-0.038947368,-0.090526316,-0.047619048,-0.068452381,-0.110119048,0
andrea-pasqualon,2018,25,57,0.030487805,0.091463415,0.134146341,0.286585366,0.020089286,0.058035714,0.107142857,0.243303571,0.04,0.04,0.16,0.4,0.070175439,0.105263158,0.140350877,0.385964912,151,62,368,805,30,10,0.02,0.035087719,-0.058947368,0.001052632,0.094736842,0.029375765,0.00622195,0.047633619,0
andrea-pasqualon,2019,32,63,0.025510204,0.081632653,0.12244898,0.265306122,0.019569472,0.064579256,0.109589041,0.238747554,0,0.03125,0.0625,0.15625,0.015873016,0.111111111,0.126984127,0.206349206,62,118,805,514,31,11,-0.02,0.007936508,-0.004375,-0.00875,-0.041875,0.031746032,0.015873016,-0.009920635,0
andrea-pasqualon,2020,21,34,0.023041475,0.082949309,0.129032258,0.262672811,0.018348624,0.062385321,0.110091743,0.242201835,0,0.095238095,0.19047619,0.238095238,0,0.029411765,0.117647059,0.294117647,118,97,514,358,32,12,-0.02,-0.035087719,0.027619048,0.015238095,-0.080952381,-0.037925697,-0.011351909,-0.045923633,0
andrea-vendrame,2017,19,68,0.018518519,0.074074074,0.166666667,0.259259259,0.025316456,0.088607595,0.151898734,0.253164557,0,0,0.052631579,0.105263158,0,0,0,0,788,358,62,182,23,5,-0.0625,,-0.0625,-0.161184211,-0.197368421,,,,0
andrea-vendrame,2018,18,65,0.013888889,0.069444444,0.152777778,0.236111111,0.013888889,0.055555556,0.118055556,0.208333333,0,0.055555556,0.111111111,0.166666667,0,0.015384615,0.076923077,0.153846154,358,363,182,171,24,6,0,0,-0.122222222,-0.194444444,-0.216666667,0.007692308,-0.044871795,-0.006410256,0
andrea-vendrame,2019,27,58,0.02020202,0.080808081,0.171717172,0.272727273,0.014851485,0.064356436,0.143564356,0.252475248,0.037037037,0.111111111,0.222222222,0.37037037,0.017241379,0.086206897,0.206896552,0.362068966,363,84,171,639,25,7,0.018518519,-0.006085193,0.055555556,0.084795322,0.132553606,-0.00836714,0.022565923,0.0413286,0
andrea-vendrame,2020,9,57,0.018518519,0.074074074,0.185185185,0.287037037,0.011583012,0.05019305,0.123552124,0.250965251,0,0,0.333333333,0.444444444,0,0,0.052631579,0.245614035,84,70,639,435,26,8,0,0,-0.027777778,0.111111111,0.138888889,-0.007692308,-0.012145749,0.045883941,0
andreas-klier,2007,13,84,0.012987013,0.032467532,0.051948052,0.155844156,0.003095975,0.023219814,0.040247678,0.086687307,0,0,0,0,0.011904762,0.011904762,0.023809524,0.035714286,497,387,114,149,31,11,0,0.005952381,-0.0625,-0.0625,-0.125,0.005952381,0.005654762,-0.032142857,0
andreas-klier,2009,12,73,0.010526316,0.026315789,0.052631579,0.147368421,0.002590674,0.019430052,0.034974093,0.077720207,0,0,0.083333333,0.166666667,0,0,0.01369863,0.054794521,597,238,92,250,33,13,0,-0.005952381,0,0.041666667,0.083333333,-0.005952381,-0.005055447,0.009540117,0
