rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne,result_benelux_tour,result_milano-sanremo,result_ronde-van-vlaanderen,result_paris-roubaix,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_e3-harelbeke,result_gent-wevelgem,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_cyclassics-hamburg,result_gp-quebec,result_gp-montreal,RankY1,RankY2,RankY3,RankY4,RankY5,actual_rank
sergio-luis-henao,2017,14,58,0.0192307692307692,0.1538461538461538,0.2115384615384615,0.3653846153846153,0.045360824742268,0.1360824742268041,0.1938144329896907,0.3195876288659793,0.0714285714285714,0.1428571428571428,0.2142857142857142,0.2857142857142857,0.0172413793103448,0.0344827586206896,0.0689655172413793,0.1896551724137931,38,51,888.0,860.0,44.0,863.6666666666666,30,11,21.10726643598616,0.0357142857142857,0.0016762452107279,0.0714285714285714,0.1071428571428571,-0.1571428571428571,-0.0244252873563218,-0.0349616858237547,-0.0579501915708812,0.0416666666666666,0.1666666666666666,0.2083333333333333,0.375,0.0209424083769633,0.0837696335078534,0.1256544502617801,0.256544502617801,52,485,24,191,6.557438524302,22.722969289539016,0.0412393049421161,0.2027028252742168,0.2001699957807971,0.1590789817951435,0.0100832882626655,0.0483333171015762,0.0492200001991595,0.0585675163770043,28.0,,,12.0,1.0,,,8.0,,,,,,,,,13.0,73.0,,22.0,,,4.0,6.0,16.0,,,16.0,20.0,124,310,189,305,999,124.0
sergio-pardilla,2010,7,50,0.0,0.0476190476190476,0.0714285714285714,0.1666666666666666,0.0382165605095541,0.0796178343949044,0.1210191082802547,0.2261146496815286,0.0,0.0,0.0,0.4285714285714285,0.06,0.2,0.24,0.42,526,87,98.0,508.0,271.3333333333333,300.6666666666667,26,8,22.49134948096886,0.0,0.0216666666666666,-0.0909090909090909,-0.1363636363636363,0.0779220779220779,0.075,0.0533333333333333,0.1016666666666666,0.0,0.0714285714285714,0.1071428571428571,0.2142857142857142,0.0393258426966292,0.1011235955056179,0.1516853932584269,0.2584269662921348,42,314,28,178,227.79449803130308,205.03983352834965,0.0,0.1049727762162956,0.1574591643244433,0.2169258842661047,0.0219225273680463,0.0806726336359635,0.071979837551699,0.1305544225985017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348,160,256,236,999,348.0
silvan-dillier,2014,17,67,0.0862068965517241,0.1724137931034483,0.1724137931034483,0.2241379310344827,0.0384615384615384,0.110576923076923,0.173076923076923,0.3173076923076923,0.0,0.1176470588235294,0.1176470588235294,0.1764705882352941,0.0298507462686567,0.1044776119402985,0.2238805970149253,0.3432835820895522,641,102,79.0,484.0,748.6666666666666,192.33333333333331,24,8,22.39541341933172,-0.0625,-0.0078018995929443,-0.0661764705882353,-0.0661764705882353,-0.0992647058823529,0.0067842605156037,-0.0016960651289009,0.012550881953867,0.0555555555555555,0.1666666666666666,0.1666666666666666,0.25,0.046875,0.109375,0.1953125,0.3203125,58,208,36,128,706.6783804060609,254.67299294062047,0.0646163716258787,0.0661865978314789,0.0661865978314789,0.0992798967472184,0.0239775983474108,0.0188772093146713,0.0562430604084908,0.0307812409332273,,,,,,,,,47.0,,44.0,,,,46.0,,,,,,77.0,58.0,,,,16.0,9.0,,,137,299,77,121,999,137.0
simon-clarke,2011,16,73,0.0256410256410256,0.1153846153846153,0.2179487179487179,0.4102564102564102,0.0101010101010101,0.0429292929292929,0.0959595959595959,0.2146464646464646,0.0,0.0625,0.1875,0.375,0.0,0.0136986301369863,0.0273972602739726,0.0821917808219178,576,178,87.0,314.0,421.0,167.33333333333334,25,9,20.571428571428573,0.0,0.0,0.03125,0.09375,0.0208333333333333,0.0068493150684931,-0.0101108936725375,-0.0303326810176125,0.0,0.0238095238095238,0.0952380952380952,0.2857142857142857,0.0,0.0125786163522012,0.0440251572327044,0.10062893081761,78,396,42,159,213.09387602650625,127.20980046102318,0.0,0.0360843918243516,0.0937643469279285,0.1534129878542329,0.0,0.0114433225090218,0.0203925165211203,0.0327995877698139,,,,65.0,,15.0,,,,,57.0,49.0,,66.0,70.0,,,,,,51.0,,,,,18.0,7.0,10.0,48.0,78,228,178,254,303,78.0
simon-clarke,2012,10,82,0.0227272727272727,0.1136363636363636,0.2045454545454545,0.3863636363636363,0.0125523012552301,0.0502092050209205,0.104602510460251,0.2154811715481171,0.0,0.1,0.1,0.2,0.024390243902439,0.0853658536585365,0.1463414634146341,0.2195121951219512,178,78,314.0,572.0,277.3333333333333,324.3333333333333,26,10,20.571428571428573,0.0,0.0121951219512195,0.05,0.0045454545454545,0.0545454545454545,0.0313192904656319,0.0390798226164079,0.0643015521064301,0.0,0.054054054054054,0.1351351351351351,0.2432432432432432,0.0100502512562814,0.0452261306532663,0.0854271356783919,0.1407035175879397,88,478,37,199,263.4413280662951,242.6650640972724,0.0,0.0505181485540922,0.0533365077395515,0.1433140322708492,0.0140817138826737,0.0390326767708661,0.060442856991025,0.0768891475782642,,,77.0,,77.0,,,77.0,,125.0,,,,,,,112.0,15.0,,,,,70.0,135.0,41.0,,,,,228,178,254,303,367,228.0
simon-clarke,2013,8,85,0.0208333333333333,0.1041666666666666,0.1875,0.3645833333333333,0.0124333925399644,0.0444049733570159,0.0905861456483126,0.1882770870337478,0.0,0.0,0.0,0.125,0.0117647058823529,0.0117647058823529,0.0117647058823529,0.0352941176470588,78,228,572.0,257.0,161.33333333333334,381.0,27,11,20.571428571428573,0.0,0.0058823529411764,-0.03125,-0.09375,-0.125,-0.0009669621273166,-0.0078162771958098,-0.0234488315874294,0.0,0.0588235294117647,0.1176470588235294,0.2647058823529412,0.0125,0.0375,0.0625,0.1125,96,563,34,240,76.37626158259734,167.84814565552995,0.0,0.0505181485540922,0.0938194187433141,0.128290035986172,0.0121976535476799,0.0419465134512236,0.0736014083713487,0.0957362584250265,68.0,,69.0,51.0,58.0,,,35.0,,,,,,,,,58.0,,,,,,34.0,46.0,,,,,,178,254,303,367,269,178.0
simon-clarke,2014,11,83,0.0186915887850467,0.0934579439252336,0.1775700934579439,0.3364485981308411,0.0139318885448916,0.0479876160990712,0.0913312693498452,0.1780185758513932,0.0,0.0,0.0909090909090909,0.0909090909090909,0.0240963855421686,0.072289156626506,0.0963855421686747,0.108433734939759,228,178,257.0,318.0,161.33333333333334,382.3333333333333,28,12,20.571428571428573,0.0,-0.0001469291801351,-0.05,-0.0045454545454545,-0.0545454545454545,-0.0065383485160152,-0.0249779606229797,-0.055539230091096,0.0,0.0344827586206896,0.0689655172413793,0.1379310344827586,0.02,0.056,0.084,0.12,107,646,29,250,76.37626158259734,167.06386004559255,0.0,0.0577350269189625,0.0552978411845292,0.0558092234445848,0.0072060262542871,0.0392669031482421,0.0680284054264973,0.0927578639996945,113.0,,70.0,53.0,,52.0,,,,,82.0,,,100.0,,,41.0,48.0,,,,,16.0,56.0,,,,,,254,303,367,269,76,254.0
simon-clarke,2015,15,65,0.0163934426229508,0.0901639344262295,0.1639344262295081,0.3278688524590163,0.0140646976090014,0.0478199718706047,0.090014064697609,0.1715893108298171,0.0,0.0666666666666666,0.0666666666666666,0.2666666666666666,0.0153846153846153,0.0461538461538461,0.0769230769230769,0.1076923076923077,178,254,318.0,249.0,220.0,274.6666666666667,29,13,20.571428571428573,0.0,0.0018099547511312,0.0333333333333333,0.0333333333333333,0.0708333333333333,0.0171945701357466,0.0325791855203619,0.0361990950226244,0.0,0.0294117647058823,0.0588235294117647,0.1764705882352941,0.0171673819742489,0.0429184549356223,0.0600858369098712,0.0815450643776824,122,711,34,233,38.62641583165593,37.74034092762456,0.0,0.038490017945975,0.047075475546388,0.0932043990049728,0.0063386250785024,0.0303558796061986,0.0443190831807872,0.0420147816328053,,63.0,,51.0,45.0,,,,,,51.0,,,97.0,,,60.0,,,2.0,,,,76.0,,,52.0,113.0,,303,367,269,76,124,303.0
simon-clarke,2016,8,63,0.023076923076923,0.0923076923076923,0.1615384615384615,0.3153846153846154,0.0129198966408268,0.0439276485788113,0.0852713178294573,0.1640826873385013,0.125,0.125,0.125,0.125,0.0,0.0,0.0317460317460317,0.0793650793650793,254,303,249.0,206.0,245.0,257.6666666666667,30,14,20.571428571428573,0.0625,-0.0120481927710843,0.0625,0.0170454545454545,0.0170454545454545,-0.036144578313253,-0.0323197552113214,-0.0145343277873398,0.0294117647058823,0.0588235294117647,0.088235294117647,0.1764705882352941,0.0142180094786729,0.0426540284360189,0.0710900473933649,0.0995260663507109,130,774,34,211,62.98412498399895,56.500737458314056,0.0721687836487032,0.0625462791622094,0.0293049000270491,0.0932043990049728,0.0122012098171138,0.0366036294513416,0.033161270763859,0.0165729112106953,,67.0,,20.0,,41.0,,,,,,25.0,,,,,136.0,,,,,,48.0,47.0,59.0,,,,,367,269,76,124,232,367.0
simon-clarke,2017,10,85,0.0214285714285714,0.0857142857142857,0.15,0.3,0.0116414435389988,0.0407450523864959,0.079161816065192,0.1513387660069848,0.0,0.0,0.0,0.1,0.0,0.0117647058823529,0.0235294117647058,0.0352941176470588,303,367,206.0,177.0,308.0,210.66666666666663,31,15,20.571428571428573,0.0,-0.0076923076923076,-0.0333333333333333,-0.0333333333333333,-0.0833333333333333,-0.0171945701357466,-0.0266968325791855,-0.0361990950226244,0.0303030303030303,0.0606060606060606,0.0606060606060606,0.1818181818181818,0.0046948356807511,0.0187793427230046,0.0422535211267605,0.0704225352112676,140,859,33,213,56.66568626602876,36.22614157391501,0.0721687836487032,0.0625462791622094,0.0625462791622094,0.0898816093742413,0.0088823118336865,0.0239833233306798,0.0287499615474831,0.0364832825946399,86.0,,74.0,,,70.0,,,73.0,23.0,,,,93.0,,,66.0,,57.0,,,,84.0,49.0,,,,,,269,76,124,232,149,269.0
simon-gerrans,2007,17,75,0.0757575757575757,0.0909090909090909,0.1212121212121212,0.1969696969696969,0.0185185185185185,0.0634920634920634,0.1084656084656084,0.1798941798941798,0.0588235294117647,0.1176470588235294,0.1764705882352941,0.2352941176470588,0.0,0.0,0.0133333333333333,0.0133333333333333,128,212,396.0,274.0,141.0,400.6666666666667,27,9,21.707923392038097,-0.0140664961636828,-0.0123456790123456,0.0153452685421994,0.0447570332480818,0.0089514066496163,-0.037037037037037,-0.0488888888888888,-0.0859259259259259,0.0576923076923076,0.0769230769230769,0.0961538461538461,0.1923076923076923,0.0220264317180616,0.0484581497797356,0.0837004405286343,0.1145374449339207,66,378,52,227,65.47518613948341,129.06329196690024,0.0443717431531904,0.0610248258079225,0.0882383828857546,0.0830503163608186,0.0212267629088719,0.041752516194796,0.0614696886001668,0.0892172889238978,94.0,,,62.0,,,,,,,61.0,,,,,,,,,,,,74.0,37.0,94.0,62.0,58.0,,,192,40,419,52,14,192.0
simon-gerrans,2008,12,89,0.0641025641025641,0.0769230769230769,0.1153846153846153,0.1794871794871795,0.0214132762312633,0.0578158458244111,0.0963597430406852,0.1605995717344753,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0337078651685393,0.0337078651685393,0.0449438202247191,0.0786516853932584,212,192,274.0,305.0,177.33333333333334,325.0,28,10,21.707923392038097,0.0,-0.0042728279791106,0.0,0.0416666666666666,0.0,-0.0183573350213641,-0.0409083715777812,-0.0310966925146383,0.024390243902439,0.048780487804878,0.0975609756097561,0.1463414634146341,0.025531914893617,0.0340425531914893,0.0595744680851063,0.076595744680851,78,467,41,235,43.878620458411554,63.41135544995076,0.0339617805405662,0.0679235610811324,0.0882806709754255,0.087734599729796,0.0223405776469123,0.0352219643502674,0.0585362264730384,0.0637622502644654,77.0,,,24.0,,,,50.0,,64.0,,,,147.0,,,54.0,,,,,,,12.0,,,,,,40,419,52,14,85,40.0
simon-gerrans,2009,10,71,0.0681818181818181,0.0909090909090909,0.125,0.2272727272727272,0.0223048327137546,0.0557620817843866,0.0892193308550185,0.1542750929368029,0.1,0.2,0.2,0.6,0.028169014084507,0.0422535211267605,0.0422535211267605,0.1126760563380281,192,40,305.0,768.0,148.0,449.0,29,11,21.707923392038097,0.0205882352941176,0.0140845070422535,0.0411764705882353,0.0117647058823529,0.1823529411764705,0.0211267605633802,0.0144600938967136,0.0496713615023474,0.0512820512820512,0.1025641025641025,0.1538461538461538,0.282051282051282,0.0212765957446808,0.025531914893617,0.0340425531914893,0.0680851063829787,88,538,39,235,94.06380813043876,276.6965847277483,0.0502588455606913,0.1005176911213827,0.0616972346486953,0.2655330817545855,0.0180757314284681,0.0223405776469123,0.0175253999134306,0.0504861722784881,,40.0,,,,,,46.0,,,,,,,,,6.0,,,,,,8.0,7.0,,1.0,,,,419,52,14,85,7,419.0
simon-gerrans,2010,6,61,0.0638297872340425,0.0851063829787234,0.1170212765957446,0.2127659574468085,0.020033388981636,0.0534223706176961,0.0834724540901502,0.1519198664440734,0.0,0.0,0.0,0.0,0.0,0.0327868852459016,0.0327868852459016,0.1311475409836065,40,419,768.0,141.0,217.0,404.6666666666667,30,12,21.707923392038097,0.0,-0.0168539325842696,0.0,-0.0416666666666666,-0.0416666666666666,-0.0004604899613188,-0.0060784674894087,0.026247927795174,0.0357142857142857,0.0714285714285714,0.1071428571428571,0.25,0.0226244343891402,0.0361990950226244,0.0407239819004524,0.1040723981900452,94,599,28,221,190.7327973894369,325.16508627669936,0.0577350269189625,0.1154700538379251,0.1004618962223618,0.3250356105846683,0.0180757314284681,0.0052200516388721,0.0063854779541346,0.0266291457409665,,,,,15.0,,,83.0,,,,,,,,,11.0,,,,,,54.0,63.0,,101.0,,,,52,14,85,7,245,52.0
simon-gerrans,2011,12,70,0.0566037735849056,0.1037735849056603,0.1415094339622641,0.2358490566037736,0.0194319880418535,0.0523168908819133,0.0822122571001494,0.1464872944693572,0.0,0.25,0.3333333333333333,0.4166666666666667,0.0142857142857142,0.0428571428571428,0.0714285714285714,0.1,419,52,141.0,690.0,170.33333333333334,533.0,31,13,21.707923392038097,-0.05,-0.0069416498993963,0.0249999999999999,0.0666666666666666,-0.0916666666666666,0.0003018108651911,0.0145875251509054,-0.006338028169014,0.0357142857142857,0.1785714285714285,0.2142857142857142,0.3928571428571428,0.0148514851485148,0.0396039603960396,0.0495049504950495,0.1138613861386138,106,669,28,202,215.43521841456968,341.71479335843804,0.0577350269189625,0.1322875655532295,0.1677740985615722,0.3074687578227047,0.0140849860989718,0.0056478851860809,0.0201410884597212,0.0156633726605636,96.0,,,,46.0,,,56.0,,105.0,,,,,,,12.0,,,,,,21.0,3.0,10.0,2.0,,32.0,71.0,14,85,7,245,82,14.0
simon-gerrans,2012,11,62,0.0769230769230769,0.1282051282051282,0.1709401709401709,0.2564102564102564,0.0191518467852257,0.054719562243502,0.082079343365253,0.1436388508891929,0.2727272727272727,0.3636363636363636,0.4545454545454545,0.4545454545454545,0.0161290322580645,0.0806451612903225,0.0806451612903225,0.1129032258064516,52,14,690.0,1245.0,161.66666666666666,692.0,32,14,21.707923392038097,0.1363636363636363,0.0080645161290322,0.1818181818181818,0.2272727272727272,0.2272727272727272,0.0239291380222104,0.0239291380222104,-0.0091221575885774,0.1034482758620689,0.2413793103448276,0.3103448275862069,0.3448275862068966,0.0103626943005181,0.0518134715025906,0.0621761658031088,0.1139896373056994,117,731,29,193,223.66567312248284,552.0027173846158,0.1574591643244433,0.1860307448152829,0.2353773777319402,0.2522093984272497,0.0088282230694322,0.0252314585765702,0.0253920592103898,0.0156499072511686,79.0,,,1.0,75.0,,,,,94.0,,,,1.0,,,19.0,,,,,,,20.0,2.0,12.0,,1.0,4.0,85,7,245,82,140,85.0
simon-gerrans,2013,5,77,0.0737704918032786,0.1311475409836065,0.1721311475409836,0.2704918032786885,0.0235148514851485,0.0556930693069306,0.0816831683168316,0.1386138613861386,0.0,0.2,0.2,0.6,0.0649350649350649,0.0649350649350649,0.0779220779220779,0.0909090909090909,14,85,1245.0,515.0,50.333333333333336,816.6666666666666,33,15,21.707923392038097,0.0,0.0253246753246753,-0.0249999999999999,-0.0666666666666666,0.0916666666666666,0.011038961038961,0.0032467532467532,-0.0045454545454545,0.1071428571428571,0.2857142857142857,0.3571428571428571,0.4642857142857143,0.0334928229665071,0.062200956937799,0.0765550239234449,0.1004784688995215,122,808,28,209,35.529330606322056,381.1277126283699,0.1574591643244433,0.0838551157698285,0.1273208182350604,0.0967840710685955,0.0287250859239112,0.0189832211346257,0.0047350877903046,0.0110519970608238,80.0,,,24.0,,,56.0,,,,,,,68.0,,,10.0,,,,,,,3.0,34.0,,,,,7,245,82,140,325,7.0
simon-gerrans,2014,12,57,0.0970149253731343,0.1716417910447761,0.208955223880597,0.2985074626865671,0.0254335260115606,0.0578034682080924,0.0890173410404624,0.1445086705202312,0.3333333333333333,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.0526315789473684,0.087719298245614,0.1929824561403508,0.2280701754385964,85,7,515.0,1691.0,35.333333333333336,1150.3333333333333,34,16,21.707923392038097,0.0303030303030303,0.0182512733446519,0.1098484848484848,0.0643939393939394,0.0643939393939394,0.0035370684776457,0.0561686474250141,0.0575834748160724,0.25,0.4285714285714285,0.4642857142857143,0.5357142857142857,0.0459183673469387,0.0765306122448979,0.1122448979591836,0.1377551020408163,134,865,28,196,43.15476026272575,593.6879090341433,0.1775595538509792,0.19234866884671,0.1950744091352826,0.0796043552973575,0.0253831982090604,0.0116617024822224,0.0656581724197181,0.0736662873671605,,,,1.0,,,,,,90.0,,,,,,,1.0,,,,,,,3.0,,51.0,3.0,1.0,1.0,245,82,140,325,999,245.0
simon-geschke,2010,11,78,0.0,0.0,0.0303030303030303,0.1212121212121212,0.0034364261168384,0.0240549828178694,0.0549828178694158,0.1374570446735395,0.0,0.0,0.0909090909090909,0.1818181818181818,0.0,0.0256410256410256,0.0641025641025641,0.1282051282051282,508,255,102.0,226.0,748.6666666666666,114.33333333333331,24,8,21.887076365377386,0.0,0.0,0.0,0.0454545454545454,-0.1590909090909091,0.0030165912518853,-0.0169683257918552,-0.0633484162895927,0.0,0.0,0.04,0.16,0.0,0.0168539325842696,0.0561797752808988,0.1404494382022472,33,291,25,178,648.4106209288473,106.0393008904403,0.0,0.0,0.0524863881081478,0.2177728349732362,0.0,0.0134060247621652,0.0497870847670647,0.1076425789650759,,,,,52.0,,,,,,,46.0,,,,,,,,,,,,35.0,,,124.0,,,345,260,140,94,140,345.0
simon-geschke,2011,10,85,0.0,0.0,0.0465116279069767,0.1627906976744186,0.0053191489361702,0.026595744680851,0.0531914893617021,0.1276595744680851,0.0,0.0,0.1,0.3,0.0117647058823529,0.0352941176470588,0.0470588235294117,0.0941176470588235,255,345,226.0,171.0,369.3333333333333,166.33333333333334,25,9,21.887076365377386,0.0,0.0058823529411764,0.0,0.05,0.1083333333333333,0.0176470588235294,0.0235294117647058,0.0266506602641056,0.0,0.0,0.0606060606060606,0.1818181818181818,0.0047169811320754,0.0235849056603773,0.0424528301886792,0.0943396226415094,43,376,33,212,128.24325843229863,62.13158080504096,0.0,0.0,0.0552978411845292,0.1084824501738171,0.0067923561081132,0.0182406100121181,0.0332018089096075,0.0440450333920838,,,114.0,,,,,,,,,109.0,,,,,,,,,,,108.0,39.0,,,,,,260,140,94,140,324,260.0
simon-geschke,2012,14,78,0.0,0.0175438596491228,0.0526315789473684,0.1403508771929824,0.0044052863436123,0.0286343612334801,0.0550660792951541,0.1255506607929515,0.0,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.0,0.0384615384615384,0.0641025641025641,0.1153846153846153,345,260,171.0,235.0,286.6666666666667,210.66666666666663,26,10,21.887076365377386,0.0,0.0,0.0357142857142857,-0.0097402597402597,-0.0551948051948052,0.0064102564102564,0.0,-0.0064102564102564,0.0,0.0285714285714285,0.0857142857142857,0.1714285714285714,0.0041493775933609,0.0331950207468879,0.0580912863070539,0.1120331950207468,57,454,35,241,50.5799696849784,34.645827069552446,0.0,0.0412393049421161,0.0145971561039717,0.1143078490961389,0.0067923561081132,0.0066780771792719,0.0098402082079076,0.0172172677935594,,,71.0,,71.0,,,,,,,87.0,,13.0,,,,,,,,,57.0,44.0,,,,,,140,94,140,324,999,140.0
simon-spilak,2010,8,73,0.109375,0.140625,0.1875,0.28125,0.0469208211143695,0.093841642228739,0.1378299120234604,0.2052785923753665,0.0,0.0,0.0,0.0,0.0410958904109589,0.0821917808219178,0.0958904109589041,0.1232876712328767,514,67,101.0,587.0,263.0,325.6666666666667,24,8,21.952479338842977,0.0,0.0205479452054794,0.0,0.0,-0.0416666666666666,0.0335201328352013,0.0100664176006641,-0.0292652552926525,0.0,0.0,0.0,0.0344827586206896,0.0192307692307692,0.0384615384615384,0.0625,0.1153846153846153,64,341,29,208,228.5191458062103,245.0659775108192,0.0,0.0,0.0,0.0481125224324688,0.0208432203334034,0.0388972781214908,0.0423955345607383,0.0694421778412148,,,,,,19.0,,,1.0,,,,,,30.0,,,,14.0,,,,,,,,,44.0,30.0,326,139,32,72,40,326.0
simon-spilak,2011,13,69,0.0909090909090909,0.1168831168831168,0.1688311688311688,0.2467532467532467,0.0390243902439024,0.0829268292682926,0.124390243902439,0.1878048780487805,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0289855072463768,0.0579710144927536,0.1014492753623188,67,326,587.0,179.0,302.3333333333333,289.0,25,9,21.952479338842977,0.0,-0.0072463768115942,0.0,0.0384615384615384,0.0384615384615384,0.0072463768115942,0.0217391304347826,0.0289855072463768,0.0,0.0,0.0333333333333333,0.0333333333333333,0.0189573459715639,0.0426540284360189,0.0568720379146919,0.0900473933649289,77,410,30,211,224.43781618375576,261.00574706316337,0.0,0.0,0.0444115591684327,0.0444115591684327,0.0208432203334034,0.0356466588874564,0.0407304521955863,0.0412453957795244,,117.0,,,13.0,,,,21.0,,,73.0,,,,,,,,,48.0,27.0,,,,118.0,,,96.0,139,32,72,40,190,139.0
simon-spilak,2012,12,62,0.0786516853932584,0.1011235955056179,0.146067415730337,0.2134831460674157,0.0338983050847457,0.0741525423728813,0.1165254237288135,0.1800847457627118,0.0,0.0,0.0,0.0,0.0,0.0161290322580645,0.064516129032258,0.1290322580645161,326,139,179.0,413.0,177.33333333333334,393.0,26,10,21.952479338842977,0.0,-0.0205479452054794,0.0,0.0,0.0,-0.0330313742819266,-0.015687140963323,0.0028722934158197,0.0,0.0,0.0303030303030303,0.0303030303030303,0.0147058823529411,0.0441176470588235,0.0735294117647058,0.1176470588235294,89,472,33,204,133.6874464313435,204.73397373176732,0.0,0.0,0.0444115591684327,0.0444115591684327,0.0237267233913544,0.0350249512127457,0.020269290067756,0.0145529879338411,,,,,4.0,,,10.0,8.0,,,,,,,,,,,,66.0,,,,,75.0,,,96.0,32,72,40,190,82,32.0
simon-spilak,2013,12,77,0.0891089108910891,0.1089108910891089,0.1485148514851485,0.2079207920792079,0.0309653916211293,0.0710382513661202,0.1183970856102003,0.1967213114754098,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0129870129870129,0.0519480519480519,0.1298701298701298,0.2987012987012987,139,32,413.0,924.0,165.66666666666666,505.3333333333333,27,11,21.952479338842977,0.0833333333333333,0.0064935064935064,0.0833333333333333,0.0448717948717948,0.0448717948717948,0.0114812723508375,0.0359495576886881,0.0986260116694899,0.054054054054054,0.054054054054054,0.081081081081081,0.081081081081081,0.0048076923076923,0.0336538461538461,0.0865384615384615,0.1826923076923076,101,549,37,208,148.80300176183724,380.9860014926183,0.0962250448649376,0.0962250448649376,0.0834154756236886,0.0834154756236886,0.0074980554440211,0.018145566859214,0.0397564811108432,0.1068150777408299,,,,,6.0,,34.0,4.0,2.0,,9.0,,,,,,,,,,,,,,,55.0,,56.0,49.0,72,40,190,82,248,72.0
simon-spilak,2014,5,69,0.0849056603773584,0.1037735849056603,0.1415094339622641,0.1981132075471698,0.0323624595469255,0.0711974110032362,0.116504854368932,0.1941747572815534,0.0,0.0,0.0,0.0,0.0434782608695652,0.072463768115942,0.1014492753623188,0.1739130434782608,32,72,924.0,591.0,81.0,642.6666666666666,28,12,21.952479338842977,0.0,0.0217391304347826,0.0,0.0,0.0,0.0281673679289387,0.0184665731650303,0.0224403927068723,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0689655172413793,0.0192307692307692,0.048076923076923,0.1009615384615384,0.2067307692307692,106,618,29,208,54.06477596365309,259.38838318886474,0.0962250448649376,0.0962250448649376,0.0962250448649376,0.0962250448649376,0.0223186688372539,0.0285116913026041,0.032769263277011,0.0879147095120898,,,,,8.0,,,4.0,2.0,85.0,,,,,,,,,,,,,,,,,,60.0,27.0,40,190,82,248,154,40.0
simon-spilak,2015,5,72,0.081081081081081,0.0990990990990991,0.1351351351351351,0.1891891891891892,0.0304347826086956,0.0782608695652174,0.1217391304347826,0.2,0.0,0.0,0.0,0.0,0.0138888888888888,0.1388888888888889,0.1666666666666666,0.25,72,40,591.0,867.0,48.0,794.0,29,13,21.952479338842977,-0.0833333333333333,0.0004509379509379,-0.0833333333333333,-0.0833333333333333,-0.0833333333333333,0.0434704184704184,0.0183982683982684,-0.0243506493506493,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0229357798165137,0.0871559633027523,0.1330275229357798,0.2431192660550458,111,690,22,218,21.16601048851673,178.09828747071097,0.0962250448649376,0.0962250448649376,0.0962250448649376,0.0962250448649376,0.0173496422239214,0.0454457559579828,0.0326982115201975,0.0628929647490403,,,,,3.0,,,12.0,2.0,,1.0,,,,,,,,,,,,,,82.0,,,59.0,,190,82,248,154,999,190.0
