rider_name,year,Number_of_participated_one_day_races_current_year,Number_of_participated_multi_day_races_current_year,win_ratio_all_time,top3_ratio_all_time,top5_ratio_all_time,top10_ratio_all_time,stage_win_ratio_all_time,stage_top3_ratio_all_time,stage_top5_ratio_all_time,stage_top10_ratio_all_time,win_ratio,top3_ratio,top5_ratio,top10_ratio,stage_win_ratio,stage_top3_ratio,stage_top5_ratio,stage_top10_ratio,pcs_rank_previous_year,pcs_rank_current_year,pcs_points_previous_year,pcs_points_current_year,rank_avg_last3years,pcs_points_avg_last3years,age,career year,rider_bmi,win_ratio_slope,stage_win_ratio_slope,top3_ratio_slope,top5_ratio_slope,top10_ratio_slope,stage_top3_ratio_slope,stage_top5_ratio_slope,stage_top10_ratio_slope,win_ratio_last3years,top3_ratio_last3years,top5_ratio_last3years,top10_ratio_last3years,stage_win_ratio_last3years,stage_top3_ratio_last3years,stage_top5_ratio_last3years,stage_top10_ratio_last3years,Number_of_participated_one_day_races_all_time,Number_of_participated_multi_day_races_all_time,Number_of_participated_one_day_races_last3years,Number_of_participated_multi_day_races_last3years,rank_stdev_last3years,pcs_points_stdev_last3years,win_ratio_stdev_last3years,top3_ratio_stdev_last3years,top5_ratio_stdev_last3years,top10_ratio_stdev_last3years,stage_win_ratio_stdev_last3years,stage_top3_ratio_stdev_last3years,stage_top5_ratio_stdev_last3years,stage_top10_ratio_stdev_last3years,result_tour-de-france,result_giro-d-italia,result_vuelta-a-espana,result_tour-down-under,result_paris-nice,result_tirreno-adriatico,result_volta-a-catalunya,result_itzulia-basque-country,result_tour-de-romandie,result_dauphine,result_tour-de-suisse,result_tour-de-pologne,result_benelux_tour,result_milano-sanremo,result_ronde-van-vlaanderen,result_paris-roubaix,result_liege-bastogne-liege,result_il-lombardia,result_strade-bianche,result_great-ocean-race,result_e3-harelbeke,result_gent-wevelgem,result_la-fleche-wallone,result_amstel-gold-race,result_san-sebastian,result_bretagne-classic,result_cyclassics-hamburg,result_gp-quebec,result_gp-montreal,RankY1,RankY2,RankY3,RankY4,RankY5,actual_rank
domenico-pozzovivo,2015,5,80,0.0,0.0512820512820512,0.1666666666666666,0.3461538461538461,0.0237388724035608,0.0682492581602373,0.1231454005934718,0.2685459940652819,0.0,0.0,0.0,0.6,0.025,0.05,0.1,0.3125,40,29,882.0,1019.0,37.0,908.6666666666666,33,14,19.467401285583104,0.0,0.0125,0.0,-0.0833333333333333,0.0499999999999999,0.01509900990099,0.0351485148514851,0.0572400990099009,0.0,0.0,0.1875,0.5625,0.0080971659919028,0.0364372469635627,0.0809716599190283,0.2753036437246963,156,674,16,247,7.0,99.71124978322824,0.0,0.0,0.2009237924447236,0.0577350269189625,0.0144337567297406,0.0162820743008269,0.0542225108855772,0.0785709395798654,,,11.0,6.0,,8.0,3.0,,,,5.0,,,,,,8.0,19.0,,,,,,,,,,,,96,35,25,132,138,96.0
domenico-pozzovivo,2016,8,95,0.0,0.048780487804878,0.1585365853658536,0.3353658536585366,0.0208062418725617,0.0611183355006502,0.1105331599479843,0.2600780234070221,0.0,0.0,0.0,0.125,0.0,0.0105263157894736,0.0210526315789473,0.2,29,96,1019.0,528.0,55.0,809.6666666666666,34,15,19.467401285583104,0.0,0.0,0.0,-0.2,-0.2375,-0.0174641148325358,-0.0576555023923444,-0.0742424242424242,0.0,0.0,0.1111111111111111,0.3888888888888889,0.0082987551867219,0.0331950207468879,0.0788381742738589,0.2780082987551867,164,769,18,241,35.93048844644336,253.36600666493,0.0,0.0,0.2309401076758503,0.2742413778650722,0.0144337567297406,0.0215978939162793,0.0589514331952593,0.0774584937779,33.0,20.0,,7.0,,32.0,17.0,,,,,,,,,,63.0,37.0,,,,,,,,,,,,35,25,132,138,238,35.0
domenico-pozzovivo,2017,5,87,0.0,0.0473372781065088,0.1538461538461538,0.3313609467455621,0.0198598130841121,0.058411214953271,0.1121495327102803,0.2628504672897196,0.0,0.0,0.0,0.2,0.0114942528735632,0.0344827586206896,0.1264367816091954,0.2873563218390804,96,35,528.0,1109.0,53.333333333333336,885.3333333333334,35,16,19.467401285583104,0.0,-0.0067528735632183,0.0,0.0,-0.1999999999999999,-0.0077586206896551,0.0132183908045977,-0.0125718390804597,0.0,0.0,0.0,0.2777777777777778,0.0114503816793893,0.0305343511450381,0.0801526717557251,0.2633587786259542,169,856,18,262,37.07200201409864,312.7144597445621,0.0,0.0,0.0,0.2553592241007427,0.0125134797622715,0.0198866273255063,0.0548291429200134,0.059047412470422,,6.0,,17.0,,10.0,,,,,4.0,6.0,,,,,12.0,6.0,,17.0,,,,,,,,,,25,132,138,238,85,25.0
dries-devenyns,2009,20,78,0.0185185185185185,0.0185185185185185,0.037037037037037,0.1296296296296296,0.0301507537688442,0.0452261306532663,0.0804020100502512,0.1608040201005025,0.0,0.0,0.0,0.05,0.0128205128205128,0.0128205128205128,0.0384615384615384,0.1153846153846153,588,142,94.0,368.0,691.3333333333334,160.66666666666666,26,9,20.747550193111813,0.0,0.0064102564102564,0.0,0.0,0.025,0.0064102564102564,-0.0016025641025641,0.0368589743589743,0.0,0.0,0.0,0.0232558139534883,0.0059171597633136,0.0059171597633136,0.0355029585798816,0.1065088757396449,54,199,43,169,607.625981450212,183.32848478437097,0.0,0.0,0.0,0.0288675134594812,0.0074019265280721,0.0074019265280721,0.0061105723116089,0.0437672222440711,,91.0,,50.0,,56.0,,16.0,,,,,,,,,85.0,17.0,,,,,16.0,71.0,13.0,37.0,,,,130,140,236,302,441,130.0
dries-devenyns,2010,22,72,0.0131578947368421,0.0131578947368421,0.0394736842105263,0.1184210526315789,0.022140221402214,0.03690036900369,0.066420664206642,0.1365313653136531,0.0,0.0,0.0454545454545454,0.0909090909090909,0.0,0.0138888888888888,0.0277777777777777,0.0694444444444444,142,130,368.0,386.0,286.6666666666667,282.6666666666667,27,10,20.747550193111813,0.0,0.0,0.0,0.0227272727272727,0.0454545454545454,0.0069444444444444,-0.0010364842454394,-0.0249792703150912,0.0,0.0,0.0192307692307692,0.0576923076923076,0.0046082949308755,0.0092165898617511,0.032258064516129,0.1013824884792626,76,271,52,217,261.03128803523407,163.63781144140657,0.0,0.0,0.0262431940540739,0.04553024000399,0.0074019265280721,0.0077288227970835,0.0056654756037635,0.0277563878019556,141.0,,,,,29.0,,9.0,,,,,,75.0,,,,13.0,,,,,67.0,,26.0,,,59.0,29.0,140,236,302,441,455,140.0
dries-devenyns,2011,22,63,0.010204081632653,0.010204081632653,0.0408163265306122,0.1326530612244898,0.0179640718562874,0.0329341317365269,0.0568862275449101,0.1287425149700598,0.0,0.0,0.0454545454545454,0.1818181818181818,0.0,0.0158730158730158,0.0158730158730158,0.0952380952380952,130,140,386.0,385.0,137.33333333333334,379.6666666666667,28,11,20.747550193111813,0.0,-0.0064102564102564,0.0,0.0227272727272727,0.0659090909090909,0.0015262515262515,-0.0112942612942612,-0.01007326007326,0.0,0.0,0.03125,0.109375,0.0046948356807511,0.0140845070422535,0.028169014084507,0.0938967136150234,98,334,64,213,6.429100507328636,10.11599393699568,0.0,0.0,0.0262431940540739,0.0674710426612494,0.0074019265280721,0.0015489761240983,0.0112997599612346,0.0230278599428716,46.0,,,,,,,,,,33.0,,,,52.0,,46.0,,,,54.0,34.0,62.0,52.0,4.0,36.0,28.0,29.0,46.0,236,302,441,455,68,236.0
dries-devenyns,2012,20,68,0.0084745762711864,0.0084745762711864,0.0338983050847457,0.1271186440677966,0.0149253731343283,0.0298507462686567,0.0547263681592039,0.1194029850746268,0.0,0.0,0.0,0.1,0.0,0.0147058823529411,0.0441176470588235,0.0735294117647058,140,236,385.0,256.0,168.66666666666666,342.3333333333333,29,12,20.747550193111813,0.0,0.0,0.0,-0.0227272727272727,0.0045454545454545,0.0004084967320261,0.0081699346405228,0.0020424836601307,0.0,0.0,0.03125,0.125,0.0,0.0147783251231527,0.0295566502463054,0.0788177339901477,118,402,64,203,58.52634734316958,74.76853170507853,0.0,0.0,0.0262431940540739,0.0500688231571463,0.0,0.0009971993166803,0.0141802319853674,0.0138640200844981,68.0,,,,,,,,,59.0,,,,,46.0,,28.0,,,,,61.0,36.0,14.0,,,,73.0,44.0,302,441,455,68,296,302.0
dries-devenyns,2013,14,50,0.0075757575757575,0.0075757575757575,0.0303030303030303,0.1136363636363636,0.0132743362831858,0.0287610619469026,0.0575221238938053,0.1283185840707964,0.0,0.0,0.0,0.0,0.0,0.02,0.08,0.2,236,302,256.0,194.0,226.0,278.3333333333333,30,13,20.747550193111813,0.0,0.0,0.0,-0.0227272727272727,-0.0909090909090909,0.002063492063492,0.032063492063492,0.0523809523809523,0.0,0.0,0.0178571428571428,0.1071428571428571,0.0,0.0165745856353591,0.0441988950276243,0.1160220994475138,132,452,56,181,81.4616474176652,97.43886972524534,0.0,0.0,0.0262431940540739,0.0910604800079801,0.0,0.0027815427463597,0.0321392090149501,0.0676278213411112,,,,,,,29.0,,,,,,,,,,,,,,,,,,22.0,43.0,,73.0,53.0,441,455,68,296,132,441.0
dries-devenyns,2014,15,55,0.0068027210884353,0.0068027210884353,0.0272108843537414,0.1088435374149659,0.0118343195266272,0.0256410256410256,0.0512820512820512,0.1143984220907297,0.0,0.0,0.0,0.0666666666666666,0.0,0.0,0.0,0.0,302,441,194.0,137.0,326.3333333333333,195.66666666666663,31,14,20.747550193111813,0.0,0.0,0.0,0.0,-0.0166666666666666,-0.0073529411764705,-0.0220588235294117,-0.0367647058823529,0.0,0.0,0.0,0.0612244897959183,0.0,0.0115606936416184,0.0404624277456647,0.0867052023121387,147,507,49,173,104.64384039843594,59.5175044279692,0.0,0.0,0.0,0.0509175077217315,0.0,0.0103625178523324,0.040070583629811,0.1011610795407049,,,,,25.0,,,,,122.0,,,,86.0,14.0,,,,,,21.0,53.0,,105.0,,,,,,455,68,296,132,308,455.0
dries-devenyns,2015,17,60,0.0060975609756097,0.0060975609756097,0.024390243902439,0.1036585365853658,0.0105820105820105,0.0229276895943562,0.0493827160493827,0.1075837742504409,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0333333333333333,0.05,441,455,137.0,136.0,399.3333333333333,155.66666666666666,32,15,20.747550193111813,0.0,0.0,0.0,0.0,0.0294117647058823,-0.01,-0.0233333333333333,-0.075,0.0,0.0,0.0,0.0434782608695652,0.0,0.006060606060606,0.0363636363636363,0.0787878787878787,164,567,46,165,84.58329228242025,33.20140559273558,0.0,0.0,0.0,0.0364375421301081,0.0,0.0115470053837925,0.0401847584889447,0.1040832999733066,,,,,,,,,,,89.0,,,,21.0,,,,,,90.0,,,,71.0,90.0,,40.0,57.0,68,296,132,308,88,68.0
dries-devenyns,2016,12,91,0.0113636363636363,0.0113636363636363,0.0284090909090909,0.1079545454545454,0.0151975683890577,0.0273556231003039,0.0531914893617021,0.1124620060790273,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.0439560439560439,0.0549450549450549,0.0769230769230769,0.1428571428571428,455,68,136.0,644.0,321.3333333333333,305.6666666666667,33,16,20.747550193111813,0.0416666666666666,0.0219780219780219,0.0416666666666666,0.0416666666666666,0.0499999999999999,0.0274725274725274,0.0384615384615384,0.0714285714285714,0.0227272727272727,0.0227272727272727,0.0227272727272727,0.0909090909090909,0.0194174757281553,0.0242718446601941,0.0436893203883495,0.0776699029126213,176,658,44,206,219.50474558271705,293.0056882269239,0.0481125224324688,0.0481125224324688,0.0481125224324688,0.060127166703827,0.025378033810533,0.0317225422631662,0.0385753302440914,0.0724920826078015,,,101.0,,40.0,,,,86.0,,,,,,,,,,,,11.0,,29.0,,10.0,,,,,296,132,308,88,999,296.0
dylan-groenewegen,2015,19,62,0.05,0.11,0.15,0.24,0.0167597765363128,0.0614525139664804,0.1284916201117318,0.2122905027932961,0.1052631578947368,0.1052631578947368,0.2105263157894736,0.2631578947368421,0.0,0.0,0.0806451612903225,0.1774193548387097,553,202,97.0,307.0,443.3333333333333,164.66666666666666,22,6,22.34351559258195,0.0155945419103313,0.0,-0.0029239766081871,0.0311890838206627,0.0019493177387914,-0.032258064516129,-0.0403225806451612,-0.0403225806451612,0.0675675675675675,0.1081081081081081,0.1486486486486486,0.2297297297297297,0.0075757575757575,0.0303030303030303,0.1136363636363636,0.2045454545454545,100,179,74,132,209.2900698392863,123.31396244275558,0.0348359917665451,0.0029854889504861,0.05205863554758,0.0477503850561223,0.0148038530561442,0.0340766794716964,0.0405385055211817,0.0409749424369823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,40,15,232,29.0
dylan-groenewegen,2016,15,88,0.0869565217391304,0.1652173913043478,0.208695652173913,0.3130434782608696,0.0449438202247191,0.1086142322097378,0.1722846441947565,0.2546816479400749,0.3333333333333333,0.5333333333333333,0.6,0.8,0.1022727272727272,0.2045454545454545,0.2613636363636363,0.3409090909090909,202,29,307.0,1058.0,261.3333333333333,487.3333333333333,23,7,22.34351559258195,0.1488095238095238,0.0383158508158508,0.2130952380952381,0.2464285714285713,0.3107142857142857,0.0766317016317016,0.066579254079254,0.0678904428904428,0.1290322580645161,0.2096774193548387,0.2580645161290322,0.3548387096774194,0.0529100529100529,0.1058201058201058,0.1746031746031746,0.2592592592592592,115,267,62,189,266.9912607808228,505.2428459002001,0.1556867303550272,0.2466055995460359,0.2598993566362319,0.3370281357269467,0.0532127657533032,0.1064255315066064,0.0936770213559697,0.0874958314513426,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,27,40,15,232,179,27.0
dylan-groenewegen,2017,16,95,0.0763358778625954,0.1755725190839694,0.2290076335877862,0.3206106870229007,0.0607734806629834,0.149171270718232,0.223756906077348,0.3066298342541436,0.0,0.25,0.375,0.375,0.1052631578947368,0.2631578947368421,0.3684210526315789,0.4526315789473684,29,27,1058.0,1263.0,86.0,876.0,24,8,22.34351559258195,-0.0526315789473684,0.0526315789473684,0.0723684210526315,0.0822368421052631,0.0559210526315789,0.131578947368421,0.1438879456706281,0.1376061120543293,0.14,0.28,0.38,0.46,0.0775510204081632,0.1755102040816326,0.2571428571428571,0.3428571428571428,131,362,50,245,100.46392387319938,503.316004116698,0.1703953483547773,0.2177424343654724,0.1955191139378725,0.2832352092322665,0.0599291051007758,0.1381583262557384,0.1454506910995647,0.1384151824720711,156.0,,,,116.0,,,,,,,,,,,47.0,,,,,,80.0,,,,,3.0,,,40,15,232,179,30,40.0
dylan-teuns,2014,12,76,0.0208333333333333,0.0833333333333333,0.125,0.1875,0.0233644859813084,0.0700934579439252,0.1214953271028037,0.1915887850467289,0.0,0.25,0.25,0.3333333333333333,0.0657894736842105,0.1710526315789473,0.2236842105263158,0.2894736842105263,1383,397,16.0,155.0,1128.3333333333333,60.66666666666666,22,6,19.53542321662953,0.0,0.0328947368421052,0.125,0.125,0.1666666666666666,0.0716374269005848,0.0423976608187134,0.0475146198830409,0.0,0.0909090909090909,0.1212121212121212,0.1818181818181818,0.0328947368421052,0.0986842105263157,0.1644736842105263,0.25,48,214,33,152,643.0064800088203,81.73330614463931,0.0,0.1443375672974064,0.1258305739211791,0.1677740985615722,0.0379835703414227,0.0835331979637087,0.0745866734688412,0.0485129782317865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,454,41,38,49,214.0
dylan-teuns,2015,15,70,0.0158730158730158,0.0793650793650793,0.1111111111111111,0.1587301587301587,0.0211267605633802,0.0633802816901408,0.1126760563380281,0.1866197183098591,0.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.0142857142857142,0.0428571428571428,0.0857142857142857,0.1714285714285714,397,214,155.0,294.0,664.6666666666666,155.0,23,7,19.53542321662953,0.0,0.0071428571428571,0.0333333333333333,-0.0166666666666666,-0.0666666666666666,0.0089285714285714,0.0053571428571428,-0.0267857142857142,0.0,0.1081081081081081,0.1351351351351351,0.1891891891891892,0.032258064516129,0.0913978494623656,0.1397849462365591,0.2311827956989247,63,284,37,186,628.7879875867011,139.0,0.0,0.1294575577525671,0.0976577546180385,0.1333333333333333,0.0346048496420099,0.0796705006791288,0.082923147683903,0.0591064048511478,,,,,,,52.0,,,64.0,,,,,,,31.0,70.0,,,,,13.0,64.0,,85.0,42.0,,,454,41,38,49,83,454.0
dylan-teuns,2016,12,57,0.0133333333333333,0.0666666666666666,0.0933333333333333,0.1466666666666666,0.0175953079178885,0.0557184750733137,0.0997067448680351,0.1700879765395894,0.0,0.0,0.0,0.0833333333333333,0.0,0.0175438596491228,0.0350877192982456,0.087719298245614,214,454,294.0,134.0,355.0,194.33333333333331,24,8,19.53542321662953,0.0,-0.0328947368421052,-0.125,-0.125,-0.125,-0.0767543859649122,-0.094298245614035,-0.1008771929824561,0.0,0.1025641025641025,0.1025641025641025,0.1538461538461538,0.0295566502463054,0.083743842364532,0.1231527093596059,0.1921182266009852,75,341,39,203,125.3913872640382,86.95017730478376,0.0,0.1294575577525671,0.1294575577525671,0.149381440663875,0.0346048496420099,0.0823000493061766,0.0976109504472171,0.1013629808531384,,,100.0,,,,,,,,,,,,,,17.0,,,,,,30.0,18.0,,,,,,41,38,49,83,74,41.0
dylan-teuns,2017,14,84,0.0112359550561797,0.0674157303370786,0.0898876404494382,0.1573033707865168,0.04,0.0752941176470588,0.1152941176470588,0.1811764705882353,0.0,0.0714285714285714,0.0714285714285714,0.2142857142857142,0.1309523809523809,0.1547619047619047,0.1785714285714285,0.2261904761904762,454,41,134.0,1003.0,236.33333333333331,477.0,25,9,19.53542321662953,0.0,0.0583333333333333,0.0023809523809523,0.0023809523809523,0.0738095238095238,0.0559523809523809,0.0464285714285714,0.0273809523809523,0.0,0.048780487804878,0.048780487804878,0.1219512195121951,0.0568720379146919,0.0805687203791469,0.1090047393364928,0.1706161137440758,89,425,41,211,207.40379295792383,462.5008108101001,0.0,0.0399357003981242,0.0399357003981242,0.080847270696903,0.0718374540436738,0.073020807477851,0.0727702698376436,0.0697380524431827,,75.0,,,96.0,,,,,,,1.0,,,,,24.0,,,,,90.0,3.0,44.0,,94.0,,63.0,31.0,38,49,83,74,37,38.0
dylan-van-baarle,2013,18,73,0.108695652173913,0.1521739130434782,0.2608695652173913,0.391304347826087,0.0837004405286343,0.1762114537444934,0.2290748898678414,0.3303964757709251,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.5,0.0821917808219178,0.1917808219178082,0.2328767123287671,0.3287671232876712,614,324,89.0,179.0,895.3333333333334,92.33333333333331,21,5,21.83589485176787,0.1111111111111111,0.0299847792998477,0.1388888888888889,0.1666666666666666,0.2083333333333333,0.0736681887366818,0.0831050228310502,0.1199391171993911,0.125,0.15,0.275,0.4,0.0734463276836158,0.1468926553672316,0.192090395480226,0.2824858757062147,46,227,40,177,752.5326128038129,85.04900548115383,0.1112961422319756,0.1406919993572043,0.2545875386086578,0.2740302767808561,0.0414178487069853,0.0794161962140114,0.097259897176646,0.1528285282036925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216,199,206,189,176,216.0
dylan-van-baarle,2014,13,62,0.0847457627118644,0.1186440677966101,0.2203389830508474,0.3220338983050847,0.0692041522491349,0.1522491349480969,0.2041522491349481,0.3044982698961938,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0161290322580645,0.064516129032258,0.1129032258064516,0.2096774193548387,324,216,179.0,271.0,384.6666666666667,179.66666666666666,22,6,21.83589485176787,-0.05,-0.0427829414980863,-0.05,-0.2115384615384615,-0.2615384615384615,-0.0524876981957353,-0.0621924548933843,-0.0816019682886823,0.1219512195121951,0.1463414634146341,0.2926829268292683,0.3902439024390244,0.0670103092783505,0.1443298969072164,0.1958762886597938,0.3041237113402061,59,289,41,194,205.81869043731996,91.00183148340112,0.1112961422319756,0.1406919993572043,0.213118934013533,0.2776699330427699,0.0448445079012111,0.0679619362106475,0.0705746695661186,0.0844234841133023,,,,,,,,,,,,,,,89.0,64.0,,,,,58.0,45.0,,,70.0,93.0,81.0,,,199,206,189,176,135,199.0
dylan-van-baarle,2015,14,80,0.0684931506849315,0.1095890410958904,0.1917808219178082,0.2876712328767123,0.056910569105691,0.1246612466124661,0.1707317073170731,0.2628726287262872,0.0,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.0125,0.025,0.05,0.1125,216,199,271.0,308.0,246.33333333333331,252.66666666666663,23,7,21.83589485176787,-0.1111111111111111,-0.0348458904109589,-0.1031746031746031,-0.1309523809523809,-0.1785714285714286,-0.0833904109589041,-0.0914383561643835,-0.1081335616438356,0.0888888888888888,0.1333333333333333,0.1777777777777777,0.2666666666666666,0.0372093023255813,0.0930232558139534,0.1302325581395348,0.213953488372093,73,369,45,215,67.79626341719235,66.42539674953649,0.1283000598199168,0.1442466230710644,0.1496498766517993,0.2276299644521775,0.0392309421610697,0.0871528055281136,0.0929106606704852,0.1083184172016318,147.0,,,,67.0,,,,,133.0,,,,,37.0,133.0,,,,,24.0,,,,,60.0,124.0,,,206,189,176,135,89,206.0
dylan-van-baarle,2016,12,74,0.0588235294117647,0.0941176470588235,0.1764705882352941,0.2705882352941176,0.0474040632054176,0.1038374717832957,0.146726862302483,0.2347629796839729,0.0,0.0,0.0833333333333333,0.1666666666666666,0.0,0.0,0.027027027027027,0.0945945945945946,199,206,308.0,294.0,207.0,291.0,24,8,21.83589485176787,0.0,-0.0080645161290322,0.0,0.0032051282051282,0.0448717948717948,-0.032258064516129,-0.0429380993897122,-0.057541412380122,0.0,0.0256410256410256,0.0769230769230769,0.1282051282051282,0.0092592592592592,0.0277777777777777,0.0601851851851851,0.1342592592592592,85,443,39,216,8.54400374531753,18.68154169226941,0.0,0.0412393049421161,0.0059582482588349,0.04649033299999,0.0084613391051274,0.0325291032743527,0.0444583978210297,0.0619248347191915,91.0,,,,57.0,,,,,107.0,,,,69.0,6.0,16.0,,,,,19.0,,,,,,,,,189,176,135,89,40,189.0
dylan-van-baarle,2017,14,83,0.0505050505050505,0.0808080808080808,0.1616161616161616,0.2727272727272727,0.0399239543726235,0.0874524714828897,0.123574144486692,0.2015209125475285,0.0,0.0,0.0714285714285714,0.2857142857142857,0.0,0.0,0.0,0.0240963855421686,206,189,294.0,307.0,198.0,303.0,25,9,21.83589485176787,0.0,-0.00625,-0.0357142857142857,0.0,0.0714285714285714,-0.0125,-0.025,-0.0442018072289156,0.0,0.025,0.075,0.2,0.0042194092827004,0.0084388185654008,0.0253164556962025,0.0759493670886076,99,526,40,237,8.54400374531753,7.810249675906654,0.0,0.0412393049421161,0.0068732174903526,0.0765369108015313,0.0072168783648703,0.0144337567297406,0.0250273772668272,0.0467364955032295,77.0,,,,,119.0,,,,74.0,,,,,4.0,20.0,,,,,9.0,97.0,,50.0,,40.0,,,,176,135,89,40,57,176.0
eduard-prades,2015,21,69,0.0263157894736842,0.0263157894736842,0.131578947368421,0.2105263157894736,0.0254237288135593,0.0550847457627118,0.1059322033898305,0.211864406779661,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.1904761904761904,0.0289855072463768,0.0579710144927536,0.144927536231884,0.3188405797101449,554,238,97.0,267.0,505.6666666666667,143.0,28,12,19.883853048857468,0.0238095238095238,-0.0132850241545893,0.0238095238095238,-0.119047619047619,-0.238095238095238,-0.0126811594202898,0.0030193236714975,0.0760869565217391,0.037037037037037,0.037037037037037,0.1851851851851851,0.2962962962962963,0.0344827586206896,0.0827586206896551,0.1655172413793103,0.3310344827586207,38,236,27,145,247.07151461334695,108.57255638511973,0.0274928699614107,0.0274928699614107,0.287033989206748,0.2749286996141075,0.0166107079443334,0.0338433726309228,0.0480679868734889,0.1668765743904915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,313,50,144,394,358.0
eduard-prades,2016,11,76,0.0408163265306122,0.0408163265306122,0.1224489795918367,0.1836734693877551,0.0224358974358974,0.0448717948717948,0.0833333333333333,0.1794871794871795,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0909090909090909,0.0131578947368421,0.0131578947368421,0.0131578947368421,0.0789473684210526,238,358,267.0,172.0,383.3333333333333,178.66666666666666,29,13,19.883853048857468,0.0454545454545454,-0.0059210526315789,0.0454545454545454,-0.2878787878787878,-0.2878787878787878,-0.0559210526315789,-0.1059210526315789,-0.2105263157894736,0.0571428571428571,0.0571428571428571,0.1428571428571428,0.2,0.0216216216216216,0.054054054054054,0.1081081081081081,0.2594594594594595,49,312,35,185,159.51593441826847,85.19585279421372,0.0454717207982358,0.0454717207982358,0.3311711890059326,0.3077249212562408,0.0082323856690776,0.0562875905655998,0.1069672188382613,0.2112079571346315,,,127.0,,,,72.0,70.0,,,,,,,,,,,,,,,,,,,,,,313,50,144,394,377,313.0
